"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","B73_S34","Mo17_S34","H_S34","acs_S34"
1163696.892,1317128.259,1377390.862,1154557.423,1053388.827,1327990.904,1381821.512,1324831.039,1062549.636,1203619.769,1354428.625,1376788.913,981236.3707,1351969.186,1159918.37,1185018.434,1265974.1425,1353326.2755,1365608.769,1172468.402
767639.443,825252.7313,863597.4109,848393.6398,727285.08,826485.3728,834890.0909,853420.9569,744941.8721,832739.0127,862026.0481,848768.3648,684653.6277,869589.0839,822055.387,844156.5433,855995.52535,844155.5239,855397.20645,833105.96515
251339010,347492168.5,390346094.5,351981279.9,196460187.1,312857493.8,373407427.9,363461549.4,160654957,327302070.1,441262795.4,429206275.5,165053034.6,329541774,371776004.9,393884760.9,371163687.2,368434488.65,435234535.45,382830382.9
3433735.733,4577919.596,5360384.372,4971093.647,2985794.825,4416908.935,4793593.101,5737725.136,3150842.682,4618486.321,5834024.705,6945876.888,2120890.6,3886891.122,4549697.266,5194560.918,5165739.0095,5265659.1185,6389950.7965,4872129.092
1158108.9,1121410.497,1044476.577,1076505.992,1158880.25,1005609.801,984999.9555,966039.4899,1205991.937,1049955.164,1017139.472,922687.1478,1129772.816,1045378.76,973886.7567,922327.6483,1060491.2845,975519.7227,969913.3099,948107.2025
780186.4754,664375.2528,691571.0877,635301.0673,653358.7769,633195.8917,523329.4628,510692.837,733293.6615,717761.0573,634746.0205,668519.8566,897135.538,801507.1354,747894.4892,794612.1197,663436.0775,517011.1499,651632.93855,771253.30445
1752864.679,2132659.436,2122380.014,1953682.357,2605856.75,3775588.409,3669109.387,3412377.07,1823093.28,2657153.597,2744243.477,2864415.229,1509699.969,2151872.489,2088040.805,1971470.537,2038031.1855,3540743.2285,2804329.353,2029755.671
2589543.683,3593593.429,4606876.963,3895984.314,2695592.585,4143779.359,4527922.275,4964120.35,2583170.32,4109123.445,5053549.382,5791291.955,1791923.6,3756297.714,4385667.352,4978540.136,4251430.6385,4746021.3125,5422420.6685,4682103.744
964043.2606,1094694.555,1037848.71,1127327.943,1092373.809,1122546.258,1155571.314,1150434.695,1109938.247,1178299.742,1164359.991,1148961.639,894545.0384,1101906.295,1050757.223,1006491.289,1082588.3265,1153003.0045,1156660.815,1028624.256
1394908.759,1648714.918,1872282.874,1792259.264,1613641.873,2553787.203,2940104.55,3608650.743,1102956.875,1977759.472,2748186.347,4179202.543,1481243.356,2132825.198,2563094.525,3634827.273,1832271.069,3274377.6465,3463694.445,3098960.899
2067905.256,2268465.53,2386518.467,2194576.869,2444816.21,2995628.77,2829967.442,3014306.638,2132659.317,2514776.62,2526586.622,2758259.015,2179115.056,2232280.647,2247694.432,2518918.568,2290547.668,2922137.04,2642422.8185,2383306.5
1491680.409,1276485.655,1313454.909,1115739.7,1081378.248,1267251.229,1155800.761,1212671.647,1247104.614,1073133.573,1221729.435,1226072.167,1412330.716,1182545.981,1156667.493,1247384.344,1214597.3045,1184236.204,1223900.801,1202025.9185
8222798.569,9551539.882,10557676.92,10177542.33,4546834.703,4813734.92,4547664.247,4238209.668,7481641.134,8471259.296,8097028.446,7981960.066,7765708.923,9791251.077,9397287.086,10114934.78,10367609.625,4392936.9575,8039494.256,9756110.933
313901.7465,300118.9616,278414.5132,299176.9715,333390.6701,320347.906,305037.0328,306917.6632,312481.8851,320153.6726,305513.3472,299144.4993,301055.9257,311016.3306,295483.2216,274704.1687,288795.74235,305977.348,302328.92325,285093.69515
1191273.382,1148201.702,1113011.602,1100181.979,1293612.937,1366283.753,1271247.772,1328899.828,1237078.487,1279285.096,1224587.338,1224108.792,1101813.952,1153898.903,1084580.474,1061972.619,1106596.7905,1300073.8,1224348.065,1073276.5465
924150.953,967575.4333,1053811.242,1053140.598,859080.6918,849560.0365,933097.6609,897165.413,963431.2377,942263.2748,968657.2251,982328.0684,757223.4733,827487.8324,856685.6596,930086.7634,1053475.92,915131.53695,975492.64675,893386.2115
2062949.017,2024195.038,2205222.404,2169298.878,2138614.185,2134904.751,2170504.704,2360701.726,2355010.74,2252577.076,2350632.298,2563097.523,2008138.957,2116536.196,2190584.212,2481553.841,2187260.641,2265603.215,2456864.9105,2336069.0265
1359231.346,1150312.93,1032942.638,1025408.454,1622466.839,1467365.775,1361303.639,1410742.204,1525800.048,1432543.934,1329369.457,1318306.125,1237218.256,1114395.598,1018807.357,1022144.452,1029175.546,1386022.9215,1323837.791,1020475.9045
2343577.051,3235735.999,3792871.425,3752690.756,3072069.556,4221917.82,4489222.471,4588170.253,2323670.669,3537784.485,4484062.659,4849838.559,2933971.964,4108827.552,4533806.776,4499338.362,3772781.0905,4538696.362,4666950.609,4516572.569
6934989.501,6144540.975,6204717.106,5295075.153,5958608.466,7187861.114,6896915.897,6855406.74,6249538.858,6175805.889,6619681.958,6835163.485,4967578.139,5775855.606,5591517.069,5819262.584,5749896.1295,6876161.3185,6727422.7215,5705389.8265
1177960.052,1109033.555,860891.5219,622635.8225,834098.7856,648225.4594,608442.6914,514944.8389,933858.4599,772445.3583,627466.7524,506361.8613,953457.8071,742328.9035,624122.3519,560063.0905,741763.6722,561693.76515,566914.30685,592092.7212
877987.6091,857239.5313,967538.6085,962241.3987,901778.0992,952649.856,993665.4675,953529.0314,917522.5966,870910.399,901594.2088,900162.2787,689658.1133,862354.1573,956607.2327,966775.8316,964890.0036,973597.24945,900878.24375,961691.53215
313047.8978,312387.7555,324364.4022,339472.0247,287456.2567,273382.3344,267371.9877,339892.3127,274947.0649,274924.6449,276632.5485,303396.2315,322912.7336,303473.7315,322497.9113,355113.4168,331918.21345,303632.1502,290014.39,338805.66405
908121.1054,1003619.119,1073982.063,1088941.232,1171452.727,1321846.786,1468488.675,1542277.125,986153.786,998242.2679,1229664.244,1343228.708,1129012.661,1022107.222,1176569.296,1256986.148,1081461.6475,1505382.9,1286446.476,1216777.722
802313.1443,874147.1663,897405.6766,849164.7729,879914.5775,1026025.478,1079824.548,993478.3931,848921.5828,962582.4323,968313.7206,951656.8181,797146.0862,897745.9055,860225.0199,906466.2243,873285.22475,1036651.47055,959985.26935,883345.6221
1819227.711,1878423.793,1991790.799,2090725.739,1773911.235,1788824.661,1967077.679,1990426.225,1723277.205,1660758.87,1881947.906,2027265.551,2007070.389,1830497.82,2064985.921,2326862.455,2041258.269,1978751.952,1954606.7285,2195924.188
663310.281,765349.2773,812212.0714,754662.9832,673582.1638,726687.6713,745916.6902,807260.5289,708064.1931,695261.5636,778085.9714,854569.7334,736278.8321,760158.0459,803224.3426,918893.2402,783437.5273,776588.60955,816327.8524,861058.7914
3877608.774,2954895.229,2526805.807,2018602.377,1670932.887,1632863.74,1360038.869,1451866.197,2430068.681,1969416.555,1872138.008,1903547.883,4037345.535,3501843.626,2797354.747,2460514.345,2272704.092,1405952.533,1887842.9455,2628934.546
7544551.389,10232450,11282776.59,10332524.4,9460577.252,13562892.65,13660297.99,12386466.41,6510317.211,11122999.25,12441194.38,12449807.3,4439497.155,9648280.116,10739645.26,11005941.73,10807650.495,13023382.2,12445500.84,10872793.495
955074.155,915640.2778,891792.3857,856040.1981,1091437.017,1111559.346,1028163.884,1055587.754,1085181.429,1121579.025,1005656.32,1021926.776,866816.3049,853911.7306,791948.6502,799476.6067,873916.2919,1041875.819,1013791.548,795712.62845
1344706.197,1307305.225,1290737.36,1161807.283,1258104.554,1377384.208,1291562.035,1389842.65,1169420.306,1221566.921,1292853.105,1382977.777,1138230.573,1170762.849,1160691.699,1176231.777,1226272.3215,1340702.3425,1337915.441,1168461.738
2240721.49,2496335.188,2805983.912,2680147.641,2685406.779,3139036.784,3088886.262,3008161.214,2345123.108,3026576.905,2975986.348,3014290.647,1951026.584,2694031.447,2605848.294,2636683.872,2743065.7765,3048523.738,2995138.4975,2621266.083
263171.8203,195862.3079,157467.7475,174791.3852,403166.1316,257711.5473,193015.986,171560.6029,353265.0072,239178.9002,179732.9163,149897.0406,270562.5809,204821.1584,194651.0979,160634.0325,166129.56635,182288.29445,164814.97845,177642.5652
11321429.32,18342312.17,23444789.46,18023939.6,13666958.87,28839614.47,30105110.87,31116101.07,8679830.406,24164886.42,25891543.74,30787646.47,8404818.4,22245930.57,24344470.34,26809398.09,20734364.53,30610605.97,28339595.105,25576934.215
2546424.676,3382925.734,3175712.771,2900783.615,3144267.834,3987410.881,3781905.238,3504176.907,2196701.155,3381016.557,3528521.224,3338949.289,2232480.097,3731121.805,3490696.063,3433473.986,3038248.193,3643041.0725,3433735.2565,3462085.0245
3494194.053,3375818.591,3480063.605,3385001.735,3029988.149,3135867.519,3375781.116,3474834.219,3284418.572,3316077.597,3439985.197,3769842.968,2530133.337,3099941.252,3294224.709,3540869.063,3432532.67,3425307.6675,3604914.0825,3417546.886
423949.7936,462033.3477,508788.5437,476169.7479,769736.6827,939401.3961,1039673.574,948144.7529,443570.5832,656933.5014,763908.0654,769108.7634,411576.2582,492577.9275,549656.0393,552733.1616,492479.1458,993909.16345,766508.4144,551194.60045
597815.6635,629260.7996,672109.8593,608522.6981,454207.4806,518447.029,499134.4243,525295.715,473569.7053,637590.0965,623089.2569,636491.887,504452.8993,634040.32,628762.8543,679722.4612,640316.2787,512215.06965,629790.57195,654242.65775
1958064.412,2018581.466,2080850.129,2086588.042,1983465.352,1990144.561,2055022.435,1766882.885,1700998.129,1830209.723,2036622.911,2028959.059,1567786.251,2135418.738,2382279.039,2421678.393,2083719.0855,1910952.66,2032790.985,2401978.716
687699.2425,636941.9608,594718.1148,595665.8474,703257.6432,582928.8546,599345.9877,582608.0546,742875.1314,573627.8408,571213.8763,559233.2149,854981.3242,596112.0489,614478.4547,625498.9706,595191.9811,590977.02115,565223.5456,619988.71265
1081159.303,1103313.876,1144812.282,1119379.694,1053860.286,1164845.07,1191089.11,1234829.825,1225777.632,1236020.438,1220306.118,1237376.571,946255.1963,1107978.719,1091324.504,1133925.419,1132095.988,1212959.4675,1228841.3445,1112624.9615
1098190.107,1295083.596,1374901.281,1385672.514,934443.9928,1097342.35,1263732.516,1159788.273,998943.6716,1237176.635,1307570.663,1247257.012,1089152.265,1366671.068,1390343.246,1399193.151,1380286.8975,1211760.3945,1277413.8375,1394768.1985
1310691.835,1236343.328,1222009.528,1058076.507,1159984.73,1191026.35,1085029.9,1082198.256,1165039.117,1211221.496,1116712.737,1148043.415,1311389.812,1461250.629,1315767.717,1243704.485,1140043.0175,1083614.078,1132378.076,1279736.101
576606.6646,688020.2485,667892.9926,697637.1636,647756.5835,772341.6189,779913.2599,764153.2556,536392.8367,647623.7589,713789.0133,713801.344,488122.7858,549866.5038,559020.0412,580203.7529,682765.0781,772033.25775,713795.17865,569611.89705
5305397.87,3931118.508,3552718.802,3187173.614,5729486.798,4917494.721,5312417.36,5228300.419,6168078.649,3772531.164,3986565.736,3679118.562,4696875.708,4400803.06,4319771.337,4452768.998,3369946.208,5270358.8895,3832842.149,4386270.1675
532143.5216,532977.3968,490887.312,564563.2779,474632.1004,455927.7059,506561.195,478981.1116,487645.6442,411621.988,469896.2579,472372.1876,466096.2631,462231.6637,472384.1598,484359.1596,527725.29495,492771.1533,471134.22275,478371.6597
3274513.622,3398726.76,3708028.044,4376832.574,2276775.161,2248704.778,2650707.472,2503548.425,2888093.125,2626519.401,3049300.601,2854340.246,3271360.24,3273914.334,3582142.266,3882276.41,4042430.309,2577127.9485,2951820.4235,3732209.338
1361099.519,1642212.533,2273025.882,1685431.15,946290.9154,2161261.99,2122524.235,2778309.11,767917.3334,1868258.483,2707565.852,4067272.741,1408469.34,2247579.306,2890463.76,3800649.077,1979228.516,2450416.6725,3387419.2965,3345556.4185
6068799.924,6293132.642,6059171.376,5621465.582,5037134.142,5027063.202,4443702.428,5069887.755,5365631.734,6231229.345,5508264.809,5612642.89,4492712.905,6307383.871,5530823.48,5856068.727,5840318.479,4756795.0915,5560453.8495,5693446.1035
1158642.268,1094478.289,1182471.673,1040582.547,623997.4145,566423.1578,519432.7303,481489.7863,979620.8043,961391.8071,954343.6886,918184.5814,1222268.669,1372201.485,1242779.936,1288461.564,1111527.11,500461.2583,936264.135,1265620.75
688076.4117,635347.0596,559064.9781,551838.8754,908524.7769,502252.4065,456169.1664,404360.3972,726767.2864,526356.7408,441216.2585,404926.4918,2059104.078,1246304.841,849335.6325,730960.4004,555451.92675,430264.7818,423071.37515,790148.01645
5326073.472,5054626.814,6950038.494,6133495.595,3858545.773,5063619.09,6959559.553,7138990.206,4620580.289,4734663.495,6809628.576,8897603.967,5487691.672,5545306.181,7542851.947,8434850.329,6541767.0445,7049274.8795,7853616.2715,7988851.138
4103244.653,4234299.152,4770779.471,4435762.548,4505495.753,5358429.981,5099051.826,5115555.723,4088534.918,4383837.437,4540640.601,4513580.567,3977099.061,4386914.065,4080941.133,4294145.902,4603271.0095,5107303.7745,4527110.584,4187543.5175
1278923.558,1495152.667,1745622.9,1627604.954,1551280.774,2099163.882,2075519.549,1886846.8,1103383.788,1656709.178,1681596.569,1713241.807,1502987.811,1815462.663,1963591.565,1864619.981,1686613.927,1981183.1745,1697419.188,1914105.773
76053255.14,123231897.9,146539016.8,142544756,59788903.66,113706247.2,137740062.4,157193478.6,64999725.31,131099553.6,178172436.1,208470838.2,35080770.56,107294975.5,116855953.9,131842429.3,144541886.4,147466770.5,193321637.15,124349191.6
1221710.349,1268381.535,1347798.935,1448733.059,1488201.555,1750747.268,1748557.976,1813012.268,1255750.133,1456351.227,1459363.767,1539343.587,1145731.578,1304323.235,1301096.366,1328382.179,1398265.997,1780785.122,1499353.677,1314739.2725
1734541.389,1624022.224,1530954.795,1460983.112,1488426.399,1643237.326,1491081,1529042.887,1401112.131,1399038.459,1392708.856,1498894.919,1675849.671,1539284.19,1573027.665,1642335.836,1495968.9535,1510061.9435,1445801.8875,1607681.7505
764390.924,788171.1766,879906.8536,897132.5765,729553.7677,848708.0712,910587.1324,1000628.831,725310.6617,837457.7022,915220.146,976473.6412,716747.4944,762481.5627,824312.6634,988675.4988,888519.71505,955607.9817,945846.8936,906494.0811
656563.8552,625300.4784,629375.4979,638924.0224,626350.1878,581790.517,608380.3838,593153.9971,647204.5869,625627.087,610852.9092,589701.8108,597765.6848,636896.6577,588798.2849,625207.2723,634149.76015,600767.19045,600277.36,607002.7786
1067211.25,1102374.149,1220476.847,1229714.67,1086931.605,1138686.677,1185069.369,1216284.323,1050052.048,1020772.693,1130206.732,1205217.172,1100110.377,1107809.087,1232069.3,1354888.249,1225095.7585,1200676.846,1167711.952,1293478.7745
2897210.803,2914623.284,3365266.496,3543730.381,3191984.772,3371528.833,3167045.96,3703154.852,2857535.666,3183034.402,3611033.168,4247729.126,3250536.256,3270944.663,3456115.567,3986652.539,3454498.4385,3435100.406,3929381.147,3721384.053
1293538.42,1297614.333,1336465.086,1296150.941,1127654.944,1321199.982,1317608.681,1512352.882,1224945.259,1357424.192,1432568.116,1640676.639,1127618.344,1147741.141,1267251.748,1631204.981,1316308.0135,1414980.7815,1536622.3775,1449228.3645
10290190.78,12393588.01,13841305.29,12150121.02,14949401.32,20352382.12,20337025.96,18455434.28,10319670.3,15837840.37,16821961.4,16542453.66,8272597.684,14352329.29,15116195.51,15275478.66,12995713.155,19396230.12,16682207.53,15195837.085
290651.9311,294939.0334,288574.6423,295535.5264,258291.9124,268700.5874,248909.9009,234221.4302,284708.5684,282936.838,257080.2059,267649.2295,310068.3851,304463.0572,269403.39,258444.6039,292055.08435,241565.66555,262364.7177,263923.99695
1289099.794,1425921.681,1403525.1,1373173.111,2057451.244,2430380.578,2531872.408,2476302.762,1312457.883,1687250.956,1924773.432,2025098.61,1246708.725,1626958.852,1610609.123,1516201.527,1388349.1055,2504087.585,1974936.021,1563405.325
3890345.102,3479098.468,3791452.596,3714079.416,3571683.825,4096434.001,4165638.231,4487728.697,4013861.336,3461129.521,3978834.149,4190074.019,3584081.135,3414447.444,3472106.887,3511825.914,3752766.006,4326683.464,4084454.084,3491966.4005
1633829.498,1315607.557,1148005.81,1145574.297,1520787.887,1314779.863,1211770.212,1254299.937,1919227.867,1569996.45,1414775.805,1294556.775,1660485.87,1349507.788,1145461.862,1042516.615,1146790.0535,1233035.0745,1354666.29,1093989.2385
864921.797,985092.2018,992717.9299,862981.3277,1139934.353,1425036.36,1337590.031,1170317.947,762251.261,983958.5865,1079903.818,943348.4187,770708.0611,1010295.623,1037390.394,955342.3843,927849.6288,1253953.989,1011626.11835,996366.38915
907685.8026,866949.2763,926620.5513,1014237.751,886468.0267,864317.9905,905617.759,972505.659,1003016.965,920745.5619,960537.7568,1028810.723,920415.3687,863512.9465,883043.4666,985819.7012,970429.15115,939061.709,994674.2399,934431.5839
1119820.82,1368995.249,1599515.753,1583907.812,1075013.566,1518318.065,1641734.025,1730603.113,980120.6862,1482035.91,1726417.777,1932077.638,855880.9657,1311143.932,1562267.08,1722640.707,1591711.7825,1686168.569,1829247.7075,1642453.8935
1334806.837,1512927.972,1618413.389,1596192.205,1583012.422,1744848.214,1690343.354,1569599.34,1197518.265,1511273.451,1504640.317,1498185.983,1014910.823,1487434.877,1459019.095,1532940.417,1607302.797,1629971.347,1501413.15,1495979.756
775778.606,915266.4476,960302.1073,960567.9711,907844.6229,1025924.119,1123555.402,1195741.308,696635.8922,1029204.922,1110039.186,1254172.948,690267.4491,955936.4376,909334.08,960335.4215,960435.0392,1159648.355,1182106.067,934834.75075
2435718.826,2825904.525,2742758.565,2561719.085,1786670.689,2005753.784,2039903.581,2151014.285,2456824.439,2457408.648,2592067.174,2752730.34,1954716.036,2705825.973,2461015.51,2445395.151,2652238.825,2095458.933,2672398.757,2453205.3305
825623.7252,775191.7571,750496.7258,702234.9432,920010.9551,960671.174,952971.9629,1148664.429,926919.8431,878856.8981,860634.3856,1003489.64,876015.0384,886747.3644,853263.3251,917183.3123,726365.8345,1050818.19595,932062.0128,885223.3187
354685.0282,301928.7617,309462.3434,295984.8083,332352.8628,307120.5883,261323.1501,280428.4749,372306.6881,312150.2402,274578.4413,277632.5647,358952.7719,270651.8549,286100,260782.518,302723.57585,270875.8125,276105.503,273441.259
19781673.21,29244878.17,29091609.76,25528313.5,10298668.37,13036362.19,15851459.01,14234487.46,17213867.56,25534968.25,30240301.03,24525261.42,9805508.96,27181409.97,28318041.1,27099869.8,27309961.63,15042973.235,27382781.225,27708955.45
1739102.476,1895023.672,1942696.498,1757614.371,2057717.63,2447124.732,2174053.656,2140205.281,1846120.538,2074784.197,1965214.218,2085445.771,1528227.899,1805090.095,1781828.36,1886341.224,1850155.4345,2157129.4685,2025329.9945,1834084.792
5374154.607,6246812.527,7039554.561,7808484.034,4241884.132,4906401.862,5905253.16,6115109.079,4318479.966,5227636.175,5773175.791,6834611.905,4705251.288,6007930.176,6234327.94,7076583.432,7424019.2975,6010181.1195,6303893.848,6655455.686
819950.7082,840088.8256,848010.9601,1271684.613,798335.424,727765.9341,645234.1978,690656.8709,1297744.456,1473156.279,1340852.792,1740434.542,374319.8022,536716.0914,670667.4375,1066916.498,1059847.78655,667945.53435,1540643.667,868791.96775
3632548.07,4375854.612,4112817.345,4008437.572,3039495.248,3464763.568,3808561.661,3519329.984,2897336.389,4171567.489,4067212.286,3951914.722,2771076.427,3969676.61,4092760.039,3758343.497,4060627.4585,3663945.8225,4009563.504,3925551.768
921745.5147,1114463.968,1165477.654,1069208.598,1657390.886,2230512.91,2221436.283,2094141.904,1044571.227,1358095.766,1447802.537,1506506.142,1058034.177,1321032.918,1292967.886,1203362.506,1117343.126,2157789.0935,1477154.3395,1248165.196
4063305.166,10406177.12,17292731.21,15577529.22,5344346.676,14991983.72,25720628.6,18418434.67,367171.5105,15144295.18,17113538.13,13474856,304372.5669,8611524.996,13483280.77,16871717.02,16435130.215,22069531.635,15294197.065,15177498.895
1867174.161,2277947.409,2372740.944,2348707.14,1898708.738,2314567.817,2456655.114,2387265.319,1664319.756,1957338.676,2254607.066,2271755.449,1773150.717,2163237.889,2227706.68,2355641.532,2360724.042,2421960.2165,2263181.2575,2291674.106
331244.3754,318747.5007,302770.6617,335501.9419,318558.802,289264.9779,298407.9346,273598.7223,345439.7908,304443.2599,283802.4235,287008.0376,348635.7727,304880.9548,313537.7814,306066.3331,319136.3018,286003.32845,285405.23055,309802.05725
1637662.872,1384988.265,1280985.275,1155688.962,1361187.442,1184093.122,1043822.755,895958.3921,1339629.503,1372058.125,1156382.92,1100998.049,1929701.817,1755208.523,1394237.228,1413395.271,1218337.1185,969890.57355,1128690.4845,1403816.2495
1317710.479,1505383.659,1658660.922,1559886.541,2211469.473,2928917.922,2748586.47,2810151.444,1172214.411,1891789.88,1894080.015,2287614.245,1218150.066,1693761.87,1685311.009,1810188.135,1609273.7315,2779368.957,2090847.13,1747749.572
2379795.352,3037742.147,3678973.115,3437320.186,1067539.001,1141548.875,1283343.69,1291219.135,1777606.686,2217332.434,2420851.411,2540029.603,2271051.886,3022924.672,3557492.101,3958593.997,3558146.6505,1287281.4125,2480440.507,3758043.049
1162170.408,1405226.377,1607192.213,1685271.521,1615253.645,2128338.842,1951413.799,2192690.921,1464171.707,1843583.482,2030659.282,2477462.274,876430.3297,1168726.474,1348983.92,1553401.342,1646231.867,2072052.36,2254060.778,1451192.631
883506.8108,866698.4387,887944.4756,872448.5946,857319.0415,1030443.593,920866.2105,1044765.017,914135.1321,964380.4378,977829.825,1063414.207,1013303.481,915496.3452,910468.4796,877846.6974,880196.5351,982815.61375,1020622.016,894157.5885
1158815.515,1108305.584,1166012.456,1303562.16,973026.6687,924473.3891,1063144.053,1093835.087,1073847.687,982166.3275,1111268.762,1117674.105,728060.5678,680119.1482,811087.1792,808931.4569,1234787.308,1078489.57,1114471.4335,810009.31805
1249966.016,1309825.283,1426651.842,1617263.366,1330345.47,1518854.503,1683570.046,1831352.066,1293656.503,1462282.13,1590019.492,1891085.571,1227324.233,1427121.567,1500912.701,1638330.623,1521957.604,1757461.056,1740552.5315,1569621.662
1227203.699,1071956.179,1052780.948,1037547.038,2449801.05,2434658.478,2598302.883,2755759.53,1725200.835,1837672.064,1881897.521,2057121.585,1341750.066,1129034.873,1104153.479,1058109.031,1045163.993,2677031.2065,1969509.553,1081131.255
1669219.525,1837015.548,2085452.461,2199962.174,2119141.846,2228786.61,2698001.849,2713404.638,1828655.193,2152219.86,2458818.232,2721405.222,1660298.362,1932910.808,2333461.832,2465688.722,2142707.3175,2705703.2435,2590111.727,2399575.277
1536671.717,1639193.326,1757052.956,1667813.629,1657978.251,2041036.267,1959238.531,1956714.03,1292583.05,1702725.593,1805258.629,1984999.277,1444439.179,1598504.902,1753342.996,1784114.618,1712433.2925,1957976.2805,1895128.953,1768728.807
1127418.89,1308892.195,1575901.566,1829279.553,943220.5682,1198890.904,1541016.236,1567886.454,1029928.506,1195107.605,1491377.865,1948450.035,1115405.424,1304190.997,1796436.93,2162413.896,1702590.5595,1554451.345,1719913.95,1979425.413
1625118.304,2288212.408,2553720.557,2256573.194,1658338.799,2262271.997,2421140.868,2494635.388,1494883.549,2056235.625,2437501.78,2592652.874,1367739.666,2028018.06,2179643.869,2362812.698,2405146.8755,2457888.128,2515077.327,2271228.2835
21881770.79,32212114.11,37355400.88,34305523.52,11955630.91,18810530.21,23147855.39,24976029.17,17701460.8,30341172.7,34246556.04,33516000.08,12401274.84,27493560.98,32120512.52,33342383.58,35830462.2,24061942.28,33881278.06,32731448.05
530546.7125,576493.2959,576131.6876,582875.948,476768.1569,537827.5924,547301.6797,567006.7586,491116.9423,556919.8436,556263.4955,565772.9602,501853.1445,547294.9744,566656.4878,600319.2265,579503.8178,557154.21915,561018.22785,583487.85715
225436.4092,228442.46,207143.4034,223708.1309,182350.0837,187098.371,191902.5947,194694.8489,241552.9913,199334.9861,196125.5124,189067.9769,231951.0537,192624.1003,209520.2939,197466.7262,215425.76715,193298.7218,192596.74465,203493.51005
905886.5788,975274.4304,983851.6179,903036.7635,678982.5815,827241.9707,805455.3206,755889.8612,681739.0708,835573.4305,839194.3914,890019.3234,1046299.677,1200293.796,1184817.155,1294692.081,943444.1907,780672.5909,864606.8574,1239754.618
782196.5875,823555.3155,793718.6896,876874.3189,728116.3733,789399.7693,813458.2017,817420.528,742201.8825,811447.2327,828961.826,775115.7618,675499.2355,831518.8039,829651.3838,831843.9073,835296.50425,815439.36485,802038.7939,830747.64555
844132.4571,819160.1943,889746.9907,789141.5903,389318.6647,569563.5886,566204.1783,592695.1249,544615.3943,698142.2097,704336.0932,836742.237,721605.8893,900051.0063,885237.8424,943917.9013,839444.2905,579449.6516,770539.1651,914577.87185
8803668.059,7217395.414,6018953.107,5921435.58,6050249.624,4849906.311,3948121.294,4148411.568,7995275.383,4464998.373,4656060.557,5195093.491,8415568.577,6418477.007,5582191.848,5260179.252,5970194.3435,4048266.431,4925577.024,5421185.55
1279233.78,1630202.495,1673902.565,1222016.966,1094538.828,1529216.007,1453098.925,1185997.923,975690.3043,1396551.475,1400887.453,1272493.738,926604.0374,1484202.905,1478658.64,1362174.598,1447959.7655,1319548.424,1336690.5955,1420416.619
10419688.47,16749473.14,42428367.91,67078379.04,10479996.13,18216648.35,61510297.44,62412673.37,7733843.546,18027881.48,59980040.11,85523687.86,8555419.69,16028168.39,69526670.61,82818422.31,54753373.475,61961485.405,72751863.985,76172546.46
1680572.075,1932829.944,2239698.481,2520223.21,1993714.261,2472835.826,2942091.346,2923279.996,1637299.709,2213435.019,2587814.11,2952864.48,1633313.764,1854685.945,2327046.749,2523542.529,2379960.8455,2932685.671,2770339.295,2425294.639
855744.6043,898401.2512,904427.7083,910570.118,931718.687,979791.9662,983140.316,1110986.012,789010.3995,906498.3131,887911.0831,1115786.311,830681.0945,851734.4411,927582.0902,953687.4656,907498.91315,1047063.164,1001848.69705,940634.7779
4286489.799,4982574.464,5114343.793,4250059.257,4119083.107,5771342.563,5528006.378,5148128.798,3905554.107,5536579.696,5221384.07,4840960.071,3755283.814,5420325.675,5186018.651,5115946.179,4682201.525,5338067.588,5031172.0705,5150982.415
1713847.964,1724585.528,1711270.551,1882988.693,1628772.64,1606730.048,1662941.146,1826645.036,1913046.583,1787783.226,1810468.918,1985729.653,1510459.197,1622563.509,1603280.153,1709919.23,1797129.622,1744793.091,1898099.2855,1656599.6915
528447.4846,553459.4632,555754.1141,557308.2188,468200.5339,531239.0064,545128.5184,547914.6809,512178.0313,540993.2203,553506.2661,567479.7302,474065.5373,522407.4354,551055.5466,573545.4354,556531.16645,546521.59965,560492.99815,562300.491
1390768.289,1514926.764,1684316.274,1703625.839,1088103.618,1232936.46,1349657.56,1267543.856,1409426.912,1334578.352,1445840.488,1423253.175,1366759.809,1555804.42,1555947.375,1790065.891,1693971.0565,1308600.708,1434546.8315,1673006.633
729830.4636,734398.2922,705781.2598,687585.2155,861647.2994,800880.6499,792240.1365,773135.3067,831055.8581,773626.2386,688792.6322,676184.652,734883.9755,676175.1567,657280.9642,676717.1479,696683.23765,782687.7216,682488.6421,666999.05605
1407394.348,1763351.082,1656633.319,1711243.773,1024258.791,1252394.832,1418668.684,1410227.298,1362220.163,1528835.155,1698367.067,1554589.339,1151592.379,1618745.703,1740655.504,1719499.907,1683938.546,1414447.991,1626478.203,1730077.7055
1250027.35,1373466.771,1623836.038,1363549.187,2084001.628,2317673.761,2481557.046,2327019.202,1246616.444,1474837.996,1482156.607,1506118.027,1611856.261,1624339.181,1598854.949,1588038.529,1493692.6125,2404288.124,1494137.317,1593446.739
1002984.927,833569.9308,711637.399,582140.1112,1083042.534,1045820.77,812575.4293,739347.3343,980952.2415,947980.981,757282.4639,755090.2958,980602.3604,1216145.59,973315.5388,818041.7793,646888.7551,775961.3818,756186.37985,895678.65905
