"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","B73_S34","Mo17_S34","H_S34","acs_S34"
50740.11068,53799.41813,51194.4667,57917.58712,53999.34411,53154.69499,50220.15608,44563.36423,61707.65822,67299.52989,49039.93287,51646.60045,65299.6876,48693.36264,49908.32373,60209.13306,54556.02691,47391.760155,50343.26666,55058.728395
118988.8497,113637.8661,89847.78587,77086.92246,123633.3813,116043.8989,86730.2633,73842.91294,147663.8899,115674.3266,90638.15699,74354.06385,111696.5652,105836.8117,76329.64887,67796.54699,83467.354165,80286.58812,82496.11042,72063.09793
34586.30825,35903.89582,35621.65068,30091.92075,44262.59674,33645.20773,30016.98315,32678.15635,49629.07974,40521.07633,38621.78541,35415.38407,45672.21051,40534.74052,35215.00922,34096.50498,32856.785715,31347.56975,37018.58474,34655.7571
65221.877,77241.70096,82570.42813,74508.0811,95123.97118,94691.9025,85645.19114,77655.08803,89554.78548,80675.26417,78298.34632,65556.76232,70612.1618,81079.2198,82884.72217,71694.97979,78539.254615,81650.139585,71927.55432,77289.85098
872844.4198,804016.6445,758177.572,680228.362,948830.0193,801218.4602,765992.3703,727883.9994,947705.057,834597.3376,730527.1005,651761.8088,924102.169,938695.2483,791696.1824,729590.0117,719202.967,746938.18485,691144.45465,760643.09705
178437.0542,195011.798,198212.9033,175566.7767,237608.2939,299729.2157,270575.6617,329339.8731,170224.13,225330.7931,239634.03,256233.137,161462.4108,205197.0364,179456.8262,179650.6498,186889.84,299957.7674,247933.5835,179553.738
11798263.84,14687419.37,13923795.66,10405022.12,9992892.288,18728338.47,17197723.62,20532557.35,7471564.879,12762176.5,15635231.72,18394846.99,9698046.688,16269978.34,16385826.89,15986967.32,12164408.89,18865140.485,17015039.355,16186397.105
140243.479,125465.1605,125917.683,129439.7143,142276.7309,153915.4782,128054.2969,132456.3337,145181.7059,141995.8626,131155.5251,137828.7515,128954.7976,127586.7051,130287.2241,126158.4362,127678.69865,130255.3153,134492.1383,128222.83015
216872.6121,239056.4093,244810.2847,235778.6565,285901.8071,241662.066,216038.8378,247414.112,305297.7839,290117.5477,247012.6519,238045.3591,203885.7355,248532.7876,225427.6276,238221.7239,240294.4706,231726.4749,242529.0055,231824.67575
360213.1097,359211.7622,342326.3667,336605.9569,335887.7595,438489.4831,381740.6243,461947.4046,329975.0526,381664.0626,390100.6828,436110.2422,344781.0111,366173.5005,344688.8303,346647.6809,339466.1618,421844.01445,413105.4625,345668.2556
346640.5314,385006.3823,381952.8425,338446.998,368673.9185,424914.4712,366594.6849,373956.5615,414297.8579,430836.1843,374073.6849,412908.6351,386478.1486,383877.4456,357408.1919,379977.8064,360199.92025,370275.6232,393491.16,368692.99915
180443.9998,174469.2834,173101.4719,182052.0001,168100.2297,150983.2881,163044.8337,158560.9504,180501.3555,146972.915,162412.9886,172722.0076,206218.0843,163613.9658,181667.588,193498.173,177576.736,160802.89205,167567.4981,187582.8805
150476.5722,144220.4817,140869.2111,138644.0614,114548.094,118654.2473,104304.3589,115419.6383,141495.7435,107566.6999,125999.0857,119222.0914,174826.4489,135817.4822,133964.7915,126547.2589,139756.63625,109861.9986,122610.58855,130256.0252
2239592.115,1771233.915,1233418.855,1002780.623,1726470.665,1298605.958,914426.8101,662597.9989,1499093.995,1302514.329,993085.1929,670347.9287,2222579.993,1703169.218,1283204.264,931754.2023,1118099.739,788512.4045,831716.5608,1107479.23315
929251.9181,1147006.713,1272818.074,1098121.596,1341405.389,1633828.296,1453205.748,1458587.944,1114333.888,1514318.424,1400602.108,1384163.41,490824.6625,1397241.787,1114774.667,1115420.63,1185469.835,1455896.846,1392382.759,1115097.6485
58149.07562,66447.93321,70663.35262,40184.98341,53071.80637,71171.68032,52763.48224,64359.05228,46211.28743,56560.37534,57399.27632,71319.27068,70228.70797,64053.92192,69940.84695,67432.5202,55424.168015,58561.26726,64359.2735,68686.683575
250458.0684,190380.5122,196838.8709,199534.4781,206951.6591,198042.3965,191227.5817,194415.5871,278697.3357,198750.9107,200220.1987,202521.4175,286087.8412,216076.4066,201748.5915,192030.54,198186.6745,192821.5844,201370.8081,196889.56575
362603.5407,350500.654,368846.3216,369044.622,363485.358,333274.7849,399477.9292,465156.9534,370936.7843,309267.3072,333814.7359,411848.1099,748357.7869,380409.6262,419326.5547,339539.1953,368945.4718,432317.4413,372831.4229,379432.875
46922.86313,45865.75067,43672.12712,44238.69594,78450.57668,45385.29424,40672.86309,31159.94724,66448.95312,49685.80375,44840.99733,37454.86176,36652.18371,42705.24448,38893.63031,34826.78187,43955.41153,35916.405165,41147.929545,36860.20609
534421.4367,444135.7781,431082.1867,462645.66,441715.2986,406956.2278,412566.2761,488887.899,504494.0042,434487.967,453897.3942,492755.0148,545227.7719,419105.8154,432824.4727,439009.788,446863.92335,450727.08755,473326.2045,435917.13035
27830.46205,19668.71327,20300.92892,18521.51091,25169.87941,19055.79917,13747.51581,13059.96323,27605.88906,21593.49445,17479.32852,16133.24786,27426.41653,22660.42434,16723.76917,17710.78376,19411.219915,13403.73952,16806.28819,17217.276465
142566.7929,127908.3593,128357.2103,128769.4908,133607.9252,128082.5335,125759.5456,111169.1373,129129.7739,123064.6781,116280.1259,99516.88967,152234.0757,124879.8874,120077.2312,114492.1296,128563.35055,118464.34145,107898.507785,117284.6804
212856.228,176429.2392,145595.636,141411.009,162896.7169,128525.3755,111634.8261,113968.2647,197740.1623,135519.3625,124824.1525,122326.4416,228559.3689,176607.5009,170289.4058,160500.6316,143503.3225,112801.5454,123575.29705,165395.0187
246132.1745,288073.0528,318810.6521,329780.8044,346910.9476,419609.8938,414747.4961,402998.2747,254895.1234,368436.151,374944.8844,385228.7267,239789.739,300897.827,338700.022,324344.4144,324295.72825,408872.8854,380086.80555,331522.2182
140771.0692,166523.521,222156.0204,208313.2234,110251.7782,146938.7615,140619.9022,150271.907,125729.7903,165036.2879,178762.5466,199594.5186,85883.71153,158423.9891,211748.0474,276474.0885,215234.6219,145445.9046,189178.5326,244111.06795
120565.7621,130196.344,125456.5057,142763.5783,114938.5534,96377.304,109930.8059,107405.9802,126615.2689,115922.8291,121760.7571,127734.681,125038.6242,131843.2747,141618.0538,138376.5982,134110.042,108668.39305,124747.71905,139997.326
202296.8359,212809.4854,242161.3676,179018.2503,190568.4183,169486.1431,150672.9984,180593.4219,202904.6098,307797.9516,240572.0892,300189.1436,193504.625,239311.3254,247524.871,279401.4225,210589.80895,165633.21015,270380.6164,263463.14675
44534.89043,58048.84418,66745.09349,64963.93684,47228.76241,49877.47326,62847.22881,60660.40568,59575.71596,55014.80206,69792.61575,63381.59146,62236.77848,55566.64431,70868.77578,64272.77418,65854.515165,61753.817245,66587.103605,67570.77498
1282187.822,854909.2052,710702.1848,715193.885,765633.9709,512042.4969,420911.5861,470107.5344,1038400.601,587616.2858,558361.7063,560303.8047,1432033.245,920427.1795,695939.5965,691857.7506,712948.0349,445509.56025,559332.7555,693898.67355
80293.65563,74226.51462,76925.66905,85637.40636,86374.41926,84434.0801,80550.08903,88427.16504,92567.49316,89352.03651,83516.98324,93940.4455,71687.93344,80180.49916,77188.66161,84467.48487,81281.537705,84488.627035,88728.71437,80828.07324
22608301.64,22470657.2,21841189.84,22509963.81,9915599.949,9632156.778,9418240.871,10359577.69,17033532.28,16791836.5,16607648.49,17198425.94,22267806.41,24784044.02,23847171.15,24679828.25,22175576.825,9888909.2805,16903037.215,24263499.7
113468.9856,211150.9649,241985.4063,242333.0957,195858.2368,312369.8648,350380.4163,368705.2496,106978.7911,276191.1202,328627.7739,369439.7176,80330.43426,210437.2922,236177.1119,274385.789,242159.251,359542.83295,349033.74575,255281.45045
65034.23551,55987.59957,60330.70295,69956.93286,77799.04002,65620.09176,60072.20586,60495.7681,65206.95451,79924.03628,64573.47289,57897.62376,73614.73904,49421.88448,56106.44659,54790.0888,65143.817905,60283.98698,61235.548325,55448.267695
3149797.896,1257280.848,849190.192,1242176.85,2430671.798,1032760.122,976025.2209,729957.6568,4037126.847,919186.5589,980881.9565,739872.4017,5970839.317,1915269.377,1654835.652,980019.617,1045683.521,852991.43885,860377.1791,1317427.6345
2160912.378,2941849.333,3304634.001,2557947.773,1175542.913,2122363.113,2157589.535,2817155.995,1512388.96,2166522.248,2913264.124,3668266.793,1594221.376,2594967.87,3165119.039,3606484.938,2931290.887,2487372.765,3290765.4585,3385801.9885
170799.3844,184874.0216,172960.4968,180292.6627,182724.1354,167601.3439,176267.9331,168635.8593,187276.5872,169611.5982,170590.2462,175062.1524,198304.9962,165293.1339,176925.2438,173952.0221,176626.57975,172451.8962,172826.1993,175438.63295
257025.7416,258691.2774,197036.2346,258462.6727,385027.9519,340946.9349,324417.3104,261776.7696,234129.8492,226720.0562,219771.7154,162416.8361,260678.5577,215363.0057,209785.7115,177713.5462,227749.45365,293097.04,191094.27575,193749.62885
129435.7609,120336.6745,121952.4452,111594.4439,104320.8148,104197.3949,97139.89794,96367.10593,134630.562,114524.3004,98776.17079,101590.4669,135918.5958,126357.7093,115187.3883,109180.7679,116773.44455,96753.501935,100183.318845,112184.0781
484511.0263,452197.8726,443777.0356,462974.262,472514.3426,458996.1846,474802.5505,456520.2645,424885.0743,390334.6266,417463.4283,453838.1333,385019.4859,435962.9109,507796.3807,520548.5307,453375.6488,465661.4075,435650.7808,514172.4557
493463.8508,867510.6042,1194310.193,939283.2501,740298.1461,1380760.295,1289783.664,1382194.166,530223.3823,1620369.064,1494198.933,1797071.226,483577.7408,998567.3683,1082520.087,1371967.659,1066796.72155,1335988.915,1645635.0795,1227243.873
147062.8201,127641.0319,134759.5246,116638.3685,85553.06229,106878.3007,102024.9077,125489.8959,139557.8575,113560.325,124800.5506,136205.9481,142142.0125,131890.2543,130885.6501,143138.1947,125698.94655,113757.4018,130503.24935,137011.9224
202552.2956,192957.6546,199641.0412,196356.106,111516.7113,173978.1833,142639.2183,221524.1887,153020.1461,137928.1135,204333.6956,331322.8434,313807.1073,203853.4907,263809.2006,325247.6652,197998.5736,182081.7035,267828.2695,294528.4329
190818.942,197158.1198,158780.352,158050.0741,137846.6788,130762.5478,124575.8295,109568.5531,160323.1934,210504.414,141462.6133,122484.4214,226336.9127,141233.3706,153539.7116,132372.8777,158415.21305,117072.1913,131973.51735,142956.29465
205984.9798,222625.9713,217980.6413,253018.3782,221638.7894,181134.3829,196679.0788,194390.9281,219515.1299,198481.5764,208578.1839,193557.1424,221185.5755,213039.6841,212668.2859,245548.2807,235499.50975,195535.00345,201067.66315,229108.2833
554698.4752,474516.4892,426042.5922,397936.4804,490077.4969,373139.0072,352549.0555,323283.5841,563465.1538,394987.1584,378103.0976,362686.8078,447550.8924,488199.1344,507735.9733,497917.6543,411989.5363,337916.3198,370394.9527,502826.8138
215822.4865,221861.4059,246485.8498,227721.0425,93889.25814,100390.0074,93819.72789,103243.7569,155292.0414,151697.8679,152724.4228,141325.6982,132522.2204,149421.4252,192408.1103,202314.2653,237103.44615,98531.742395,147025.0605,197361.1878
265661.151,188608.7611,159954.5694,199800.9919,760227.4921,758576.251,630438.8709,709859.5716,436512.1857,435546.9799,294055.9296,315722.7368,251211.3016,180160.1704,195029.3837,181052.3771,179877.78065,670149.22125,304889.3332,188040.8804
106947.7734,116605.3046,108304.8331,96635.50912,135291.6171,113826.6507,103915.8125,99679.25252,155376.7644,121481.844,118827.6575,114704.0303,114706.9901,119684.9465,105462.8667,107329.731,102470.17111,101797.53251,116765.8439,106396.29885
65219.47513,67249.4302,57310.55386,58950.22886,68011.65848,61771.42012,51438.45725,50441.90004,64197.66714,62621.21758,53919.17372,47882.31462,61614.39899,66781.56129,59249.23275,58530.40911,58130.39136,50940.178645,50900.74417,58889.82093
664480.3307,641061.0704,614597.4585,768308.311,85747.7715,65317.87047,73551.68882,67568.42298,422193.8699,377049.9392,289944.6683,350517.2924,138966.225,82700.79811,81668.18442,65468.85854,691452.88475,70560.0559,320230.98035,73568.52148
530558.2575,573772.0209,562350.3953,471263.7883,430849.8379,459716.1539,467971.0082,483305.8182,536997.1035,509937.997,484047.9332,523781.9992,513107.3158,542789.2139,497552.827,543185.5995,516807.0918,475638.4132,503914.9662,520369.21325
241318.3157,217179.1939,195311.7968,221732.7587,193892.4167,149967.4989,154437.2129,147038.6603,264795.5131,181590.2849,165587.0845,162698.2987,276629.53,208018.1474,203305.9214,213620.9051,208522.27775,150737.9366,164142.6916,208463.41325
108042.8204,128651.2974,132225.8888,126326.4303,92578.94095,111066.1209,105948.6316,110867.4191,109826.7131,112672.1646,102575.4421,111562.654,103160.2524,112261.3567,132089.5813,125205.2774,129276.15955,108408.02535,107069.04805,128647.42935
247581.2371,139746.6892,99377.04394,65137.0126,192888.8438,108030.5775,61539.22309,54806.21167,286779.5991,147722.9083,87738.22166,67205.31423,274099.5884,168726.1071,102403.46,65362.6132,82257.02827,58172.71738,77471.767945,83883.0366
65270.73013,75485.11362,76630.86886,70115.76944,84354.88882,95409.83037,96920.55005,97332.5938,58768.13789,67721.33737,70234.40556,78726.74017,90802.55874,72878.78834,70516.89469,73425.30511,73373.31915,97126.571925,74480.572865,71971.0999
31024.58457,33091.60766,29350.04778,31753.50726,31646.3109,28654.47609,31244.53617,29848.58676,41462.4765,31710.79564,32189.17764,27482.61222,40057.14467,34209.34765,31708.06972,31950.02304,30551.77752,30546.561465,29835.89493,31829.04638
81094.85182,78832.19858,80192.95717,71168.71615,88686.35973,62707.20201,71252.67216,61537.07524,81223.19061,69555.51418,64116.9967,62673.51295,87223.15862,80286.4771,76406.39289,78018.97261,75680.83666,66394.8737,63395.254825,77212.68275
34458.50899,33549.75975,29326.8368,34800.43415,42010.97347,31264.92708,29913.80464,27041.41281,41684.04489,31257.30664,29230.88671,24903.36309,42402.1188,37260.06532,34171.64897,29341.09513,32063.635475,28477.608725,27067.1249,31756.37205
1139186.23,1671328.183,2201441.729,2644605.679,1149162.889,2123918.419,2539484.454,3124705.818,663550.1039,1948104.918,2289847.325,2599995.385,567858.8333,1354090.867,1831100.686,2351910.117,2423023.704,2832095.136,2444921.355,2091505.4015
372128.6165,284406.5058,250750.6403,233449.1889,330523.4257,255947.7868,210710.8112,197711.1263,393815.7387,256528.8956,226010.899,223377.0948,501553.8956,372120.1288,276869.387,251623.6573,242099.9146,204210.96875,224693.9969,264246.52215
1622576.757,1948577.123,2291544.275,1555412.18,3637018.248,3294626.558,2761428.45,3141588.778,2104643,2300146.242,2627057.13,3684999.072,1953257.522,2241353.784,2605578.889,3057947.964,1923478.2275,2951508.614,3156028.101,2831763.4265
221166.5152,156246.8265,165211.0595,240869.2391,383452.8986,660245.7132,434285.7667,288062.3614,70154.30008,123136.3849,189447.4897,286928.5346,255497.6322,196261.09,148102.427,209620.4349,203040.1493,361174.06405,238188.01215,178861.43095
30602.0886,41954.14441,56681.77826,52632.51037,40434.91827,43709.12988,49796.37928,50710.30014,46063.77039,45613.14638,43231.75318,51470.61531,47864.15173,48970.82137,61693.63049,60714.18289,54657.144315,50253.33971,47351.184245,61203.90669
138585.7083,126509.9095,113990.6103,118060.7659,128151.9593,101921.7206,105082.0629,108576.2538,162899.5955,109379.7378,112960.5554,103356.818,174491.9823,110952.5798,117080.5926,106613.2674,116025.6881,106829.15835,108158.6867,111846.93
80832.72575,58342.60912,50247.15582,41716.0414,95258.97961,108033.0288,108879.6206,114444.3476,85825.61445,73308.67048,67517.73623,84125.05714,82639.12439,69063.94657,54446.10142,61294.99222,45981.59861,111661.9841,75821.396685,57870.54682
288447.8872,292223.2247,303352.6571,269525.0323,233439.5501,291214.5893,265511.8678,278757.4157,289426.6076,305463.3703,280677.3141,269164.9228,224159.028,290053.251,284229.4282,278151.6821,286438.8447,272134.64175,274921.11845,281190.55515
143935.6896,115591.4482,110814.3404,111817.0844,157542.8695,132371.9617,135166.1054,126514.6054,139691.606,117444.1513,119917.0348,102537.9178,136693.2112,122250.5693,126545.833,121833.166,111315.7124,130840.3554,111227.4763,124189.4995
174968.0207,146376.2369,137476.1928,160262.0886,216175.1417,164658.8511,161035.2039,179410.6321,240950.9156,166903.9594,160855.5403,157869.3455,186613.0194,155065.4177,153963.0754,139936.3909,148869.1407,170222.918,159362.4429,146949.73315
163921.0906,178923.5102,161234.3088,175151.6786,181436.983,175682.9947,178499.8391,179889.9344,173560.8167,198661.735,192500.1787,178106.7124,150120.9494,156895.1778,162985.0291,156416.3536,168192.9937,179194.88675,185303.44555,159700.69135
684652.6968,687896.4324,614097.7367,750066.2626,647644.2685,615215.9231,624756.842,653918.9954,599540.4618,670229.1311,684891.6617,697354.2593,369587.4593,601679.3942,660481.0841,710660.5589,682081.99965,639337.9187,691122.9605,685570.8215
115270.2849,137167.6861,129871.0502,127811.5693,136059.569,158885.2084,158856.4392,131390.6001,136340.1531,155898.1958,147894.2806,122420.3586,134260.9552,151875.1674,147346.1501,127354.928,128841.30975,145123.51965,135157.3196,137350.53905
146678.524,133320.5701,115101.846,133450.1423,132753.0862,133004.6578,149391.4831,148814.2641,120054.792,133154.5492,128895.3265,138997.8843,127865.7978,126065.7813,118735.3633,130754.8337,124275.99415,149102.8736,133946.6054,124745.0985
2297965.252,2373802.624,1861264.857,2243306.204,1629240.992,1239714.412,1427650.418,1193429.58,2395753.998,1638405.938,1803002.103,1246477.975,1700534.264,1708792.626,1796911.398,1424488.663,2052285.5305,1310539.999,1524740.039,1610700.0305
104978.5112,104721.1517,122099.7026,111303.8654,107943.2508,115276.9337,117750.5071,121818.0259,119833.2884,118550.7973,112960.1214,123346.7739,118315.6382,97867.51569,122044.413,124289.5694,116701.784,119784.2665,118153.44765,123166.9912
1858094.951,2242905.638,2110924.817,1783896.838,1936726.723,2340623.012,2151408.929,2097876.795,2086127.369,2532349.546,2580521.108,2607643.378,1654798.895,2582237.69,2076472.706,2020721.692,1947410.8275,2124642.862,2594082.243,2048597.199
140881.4978,130840.1481,127779.2683,111196.6675,114969.8116,115750.8721,110093.925,110500.1635,120137.5789,122399.2252,109907.2988,117716.0076,113442.1993,122462.1129,120806.8097,123933.5528,119487.9679,110297.04425,113811.6532,122370.18125
705951.2054,774438.3197,780573.0875,867275.0359,770949.9068,813049.2125,1043046.686,1241992.222,673823.7036,789826.7876,937972.1995,1496892.328,729151.3801,798954.722,1153535.205,1415797.181,823924.0617,1142519.454,1217432.26375,1284666.193
41743.63935,61102.89323,57815.34915,73465.60492,56233.42319,46922.89172,60947.16333,56591.16603,50549.0145,51073.07726,53656.36787,58582.83929,72473.31718,48246.0915,58576.68713,63567.10881,65640.477035,58769.16468,56119.60358,61071.89797
201635.1818,178753.7359,189675.3848,168182.6495,246393.6235,258311.8618,291280.8991,310126.7468,191264.1622,206442.714,229134.846,220898.8637,169193.1715,179496.0817,154628.0849,165126.9592,178929.01715,300703.82295,225016.85485,159877.52205
81907.77071,74508.6777,74044.37208,82490.52558,75543.17472,75190.134,77923.90686,74154.20132,90074.53542,73750.296,84982.22575,67538.74307,86789.8662,71343.12043,76430.52741,75452.2911,78267.44883,76039.05409,76260.48441,75941.409255
103114.511,100990.2386,97896.30069,97461.53249,96623.57479,97983.53458,86186.13226,88261.95035,99163.30545,94495.79862,86834.07028,91894.09969,105808.2658,116069.791,103844.6583,111157.5295,97678.91659,87224.041305,89364.084985,107501.0939
68019.85227,65664.13755,62800.93202,53955.1467,70169.72589,66921.87556,60750.68209,57749.1199,61230.21821,55364.45459,58109.80275,55036.98948,64869.6407,84169.38709,77839.57475,78681.50834,58378.03936,59249.900995,56573.396115,78260.541545
341751.3539,349006.983,336656.3414,395869.0325,333564.6488,280208.8404,281385.569,276997.5246,310267.8015,298047.5826,287377.8618,261257.3614,369967.0858,334232.1377,366052.3191,365397.4277,366262.68695,279191.5468,274317.6116,365724.8734
96924.54317,79252.72868,89854.64855,72747.03798,85174.10682,77760.67892,83519.78345,73567.77922,93302.30246,79060.50673,78993.52269,65785.41778,68443.35723,87600.43674,78137.82126,80036.21431,81300.843265,78543.781335,72389.470235,79087.017785
625580.277,755804.9735,1091897.291,1100137.163,928357.1722,1312481.98,1598159.552,1851638.549,726591.8733,799901.0917,1132713.233,1289547.709,605016.6824,589608.637,831149.435,909559.9108,1096017.227,1724899.0505,1211130.471,870354.6729
112968.1009,117632.148,112203.5372,122102.2206,103894.2511,101698.8397,98198.56685,95410.47663,93022.44433,97492.93457,95833.76301,97073.6728,101094.7078,122626.64,113536.0812,113438.1594,117152.8789,96804.52174,96453.717905,113487.1203
93825.72094,108847.7399,100114.1771,94130.80231,85756.97278,83036.50893,80095.50159,76826.66768,89892.78341,92728.98495,86856.86996,78751.28828,78170.55425,103741.7241,99433.45338,92203.09034,97122.489705,78461.084635,82804.07912,95818.27186
202438.6177,147082.2132,119650.266,84724.05523,119670.8455,268457.3518,151729.9564,440751.2377,139454.7661,106880.6596,168741.2872,297010.6824,386510.9883,142573.2247,144473.7172,129047.8244,102187.160615,296240.59705,232875.9848,136760.7708
120252.9952,124221.621,113834.8311,135785.5467,112234.0611,162195.1397,146107.8996,117755.2586,141918.1862,131052.5203,151820.8871,149453.7802,114537.6587,149079.4068,144332.1623,138164.1416,124810.1889,131931.5791,150637.33365,141248.15195
918451.0209,993379.6045,909580.0248,898048.089,1111891.708,1180510.708,1078421.097,1203752.378,930212.2299,1155835.624,1063333.469,1142264.992,784077.088,965204.4924,893361.1793,935341.4734,903814.0569,1141086.7375,1102799.2305,914351.32635
212475.729,247195.0088,259505.9849,273513.9411,404613.3426,451016.0312,387814.9056,309746.0471,214492.1645,255014.9636,290508.0326,256213.5529,183969.0711,250774.5052,255838.5584,273603.8569,266509.963,348780.47635,273360.79275,264721.20765
43199.6482,47799.2945,40661.84646,41382.19186,44950.23672,39712.6102,41484.89366,36155.3876,51572.22346,43734.88248,39615.749,32818.44686,54418.87314,39653.51603,41881.16109,43272.61325,41022.01916,38820.14063,36217.09793,42576.88717
391574.119,354074.7201,316131.657,351858.126,298983.1348,277130.1289,262792.3728,267417.5866,421800.9287,345840.5269,320534.091,318440.0722,338534.1153,319518.1185,308953.2766,318804.4877,333994.8915,265104.9797,319487.0816,313878.88215
69598.27634,60101.23577,62498.71341,74872.73893,45042.03726,49637.68312,60660.44633,49712.07442,50711.93753,45911.19374,51854.28683,44941.55877,71200.0939,60249.87976,66227.63042,61703.10435,68685.72617,55186.260375,48397.9228,63965.367385
90118.72014,87286.48315,87910.99027,98161.87749,77784.27859,69070.83594,73092.07037,69152.63118,74476.76849,72732.58756,72529.01605,61995.7925,89438.87838,78789.94689,79278.7634,78366.46904,93036.43388,71122.350775,67262.404275,78822.61622
98885.94604,103732.429,102760.5394,79364.16513,63613.57439,88766.95422,73535.92868,83586.51312,91133.57366,100403.7009,98924.98278,100325.045,106859.4158,101376.2012,86682.33785,88383.78331,91062.352265,78561.2209,99625.01389,87533.06058
230331.3973,191485.9562,158176.1748,138929.6286,216118.9625,148861.7074,125565.944,124280.2265,250155.5953,200630.362,141627.095,133527.8769,298286.0131,195740.2003,152080.9388,137883.3883,148552.9017,124923.08525,137577.48595,144982.16355
261437.2112,294620.4019,298650.5774,273248.0602,174119.0123,183052.2704,181967.3513,179141.319,222274.1277,200426.5561,235781.7549,249043.2668,271225.872,290019.1076,332200.6123,345580.2119,285949.3188,180554.33515,242412.51085,338890.4121
200762.5514,201897.5444,213705.8204,197913.3776,210206.29,235943.6385,234051.146,222340.8725,159543.7455,197373.3663,219439.7659,217947.9991,192891.2881,194039.105,226071.1969,231257.5899,205809.599,228196.00925,218693.8825,228664.3934
33715714.1,35259749.22,23816405.96,25387618.44,23121042.58,17818405.93,20046302.58,17369474.41,31098991.02,21895351.38,22816378.83,18135409.41,33230219.35,32825959.89,27947160.41,22052094.02,24602012.2,18707888.495,20475894.12,24999627.215
226201.2315,196380.5959,237804.2376,277363.2812,242560.8845,201659.7099,278683.4962,254494.7367,244175.9395,199120.0567,242818.7287,255960.3943,277774.9117,204900.0223,263988.4199,252689.7914,257583.7594,266589.11645,249389.5615,258339.10565
22714.21628,28516.64334,31162.95874,38781.91785,37851.91945,27727.63817,46047.38747,45163.82953,37581.31773,29997.2563,40101.07008,47631.4958,53718.8196,26480.56273,33998.31456,32606.421,34972.438295,45605.6085,43866.28294,33302.36778
64627.53158,60764.18053,55261.68873,70125.94828,53181.20173,45185.36534,40094.6842,43785.73326,68604.89762,48271.0556,42661.05251,40540.35051,63685.06522,51913.60175,56767.75548,52073.68485,62693.818505,41940.20873,41600.70151,54420.720165
2026873.424,2083271.698,2598095.992,2476720.963,1759079.119,2067897.609,2147660.946,2294495.85,2004770.326,2039055.648,2794273.223,3035107.428,2819588.67,2786311.652,3200163.857,2888314.706,2537408.4775,2221078.398,2914690.3255,3044239.2815
129510.2149,116608.5465,149098.1366,180537.0326,141519.4376,127154.522,174162.4957,189808.6555,108499.9511,124094.943,164180.6443,183036.874,99035.97721,132317.1795,152576.4343,169482.1372,164817.5846,181985.5756,173608.75915,161029.28575
209136.6893,226788.5057,217043.5306,216291.6585,198134.6165,259458.7014,249230.1445,254730.7616,186398.4378,248327.3666,224916.3945,239869.5629,194670.2283,202642.3,209507.8204,216391.6876,216667.59455,251980.45305,232392.9787,212949.754
93392.86068,112429.9416,122553.2059,131933.2269,105592.9659,116075.8385,148379.5238,166168.574,91254.12147,104807.5836,138982.7075,168144.159,94768.08344,115819.4808,139024.1479,153385.4028,127243.2164,157274.0489,153563.43325,146204.77535
449454.2673,425088.3899,401961.6852,384300.4698,311221.9459,266004.4792,236032.087,237230.4139,386809.6979,377996.2081,328656.8427,294663.0788,423133.8191,410345.5194,340200.541,315194.8545,393131.0775,236631.25045,311659.96075,327697.69775
273587.0349,381691.9923,388185.2359,409160.5311,235630.7166,285612.5591,299913.8498,290321.7465,216812.6154,328509.1408,364281.6404,367643.4964,265617.9176,341301.7977,368420.0767,407050.8197,398672.8835,295117.79815,365962.5684,387735.4482
107505.1579,104681.9502,101137.0489,83057.77709,78281.49969,84544.76479,64509.02064,69674.02488,90091.44128,87405.43429,69650.04266,70125.09067,112428.938,123779.0587,107179.0292,108195.4559,92097.412995,67091.52276,69887.566665,107687.24255
122624.2611,113071.9014,100294.1309,116621.5899,140772.2326,120466.2838,125230.1585,121452.8749,121563.33,111430.5715,117454.67,119250.4156,151282.5213,118377.5036,117913.7251,100102.7636,108457.8604,123341.5167,118352.5428,109008.24435
227770.2667,274802.7968,313903.2208,331559.5638,210072.3453,340698.391,382201.6287,437840.1291,197072.4774,339987.7237,406746.4212,491911.3845,220364.8696,347362.6661,330420.179,507760.9073,322731.3923,410020.8789,449328.90285,419090.54315
648453.1377,485531.4289,494590.9121,420095.7442,901606.8728,380149.9522,300597.3093,282702.2187,1130738.589,901633.9064,693187.4559,614204.1869,804390.5022,440292.9191,313281.3898,265540.9687,457343.32815,291649.764,653695.8214,289411.17925
308744.2329,279429.1852,258882.7044,221586.9311,272715.773,275485.6407,234909.9263,229955.9375,291494.2449,259954.0178,241298.0232,234310.0409,281808.7072,283435.9237,253517.2575,245381.2448,240234.81775,232432.9319,237804.03205,249449.25115
1281480.888,1187737.039,1082123.848,779808.2294,143781.2691,160620.1627,163923.2512,155614.1295,1352062.265,1502934.525,1095949.512,775688.3592,714137.6605,940724.7724,864977.0223,713229.0256,930966.0387,159768.69035,935818.9356,789103.02395
3435530.392,4737147.434,5474566.545,4675360.92,3698202.802,5685940.956,6440082.022,5578972.22,1869530.944,3633705.126,4533431.496,4685743.606,3735778.676,6140490.794,6487293.863,5868386.715,5074963.7325,6009527.121,4609587.551,6177840.289
