"","values","ind","section","data"
"405",-0.531262540749384,"S1_HMP","S1","HMP"
"406",-0.0702064563002895,"S1_HMP","S1","HMP"
"407",-0.0723201800636798,"S1_HMP","S1","HMP"
"408",-0.108933516808466,"S1_HMP","S1","HMP"
"409",-0.0462539551784678,"S1_HMP","S1","HMP"
"410",-0.238479237541598,"S1_HMP","S1","HMP"
"411",0.0792679067613218,"S1_HMP","S1","HMP"
"412",-0.080372195627503,"S1_HMP","S1","HMP"
"413",-0.47685930438132,"S1_HMP","S1","HMP"
"414",0.0177450115897418,"S1_HMP","S1","HMP"
"415",-0.258464409274944,"S1_HMP","S1","HMP"
"416",0.174135415292888,"S1_HMP","S1","HMP"
"417",-0.85250742672301,"S1_HMP","S1","HMP"
"418",-0.0959384411877193,"S1_HMP","S1","HMP"
"419",-0.42510006216544,"S1_HMP","S1","HMP"
"420",-0.0947394450964331,"S1_HMP","S1","HMP"
"421",-0.236068848104445,"S1_HMP","S1","HMP"
"422",-0.0451887734923336,"S1_HMP","S1","HMP"
"423",0.258338536210723,"S1_HMP","S1","HMP"
"424",-0.343467803762632,"S1_HMP","S1","HMP"
"425",-0.425319930904775,"S1_HMP","S1","HMP"
"426",-0.0370833656416014,"S1_HMP","S1","HMP"
"427",0.0284023887557275,"S1_HMP","S1","HMP"
"428",0.0563199786629344,"S1_HMP","S1","HMP"
"429",-0.120653262454078,"S1_HMP","S1","HMP"
"430",0.107243617977424,"S1_HMP","S1","HMP"
"431",-0.309094473671363,"S1_HMP","S1","HMP"
"432",0.124468689167132,"S1_HMP","S1","HMP"
"433",-0.212294159297716,"S1_HMP","S1","HMP"
"434",0.080967715871285,"S1_HMP","S1","HMP"
"435",-0.021012432562884,"S1_HMP","S1","HMP"
"436",-0.152423066340393,"S1_HMP","S1","HMP"
"437",0.144694448321266,"S1_HMP","S1","HMP"
"438",-0.281255836273238,"S1_HMP","S1","HMP"
"439",0.0239394410149056,"S1_HMP","S1","HMP"
"440",-0.0281222539645991,"S1_HMP","S1","HMP"
"441",-0.312674604532229,"S1_HMP","S1","HMP"
"442",0.0430101653499272,"S1_HMP","S1","HMP"
"443",-0.0602335871658137,"S1_HMP","S1","HMP"
"444",0.0188072297651235,"S1_HMP","S1","HMP"
"445",-0.0182441068035686,"S1_HMP","S1","HMP"
"446",-0.128540081010502,"S1_HMP","S1","HMP"
"447",-0.155569868637234,"S1_HMP","S1","HMP"
"448",-0.314848909707044,"S1_HMP","S1","HMP"
"449",-0.448829361772989,"S1_HMP","S1","HMP"
"450",0.0266773615858302,"S1_HMP","S1","HMP"
"451",-0.131298086637155,"S1_HMP","S1","HMP"
"452",0.0180951128907333,"S1_HMP","S1","HMP"
"453",0.0176543838763334,"S1_HMP","S1","HMP"
"454",0.088199196519616,"S1_HMP","S1","HMP"
"455",-0.0466061580134023,"S1_HMP","S1","HMP"
"456",0.17980867890555,"S1_HMP","S1","HMP"
"457",-0.0172110473216825,"S1_HMP","S1","HMP"
"458",-0.00437608798321815,"S1_HMP","S1","HMP"
"459",-0.0927202570708126,"S1_HMP","S1","HMP"
"460",-0.301097968567977,"S1_HMP","S1","HMP"
"461",-0.0330037245007045,"S1_HMP","S1","HMP"
"462",-0.440714325252382,"S1_HMP","S1","HMP"
"463",0.0688203494542907,"S1_HMP","S1","HMP"
"464",-0.337459786563322,"S1_HMP","S1","HMP"
"465",-0.0438518983830949,"S1_HMP","S1","HMP"
"466",0.05774472577444,"S1_HMP","S1","HMP"
"467",0.117396370709278,"S1_HMP","S1","HMP"
"468",-0.264597442134234,"S1_HMP","S1","HMP"
"469",-0.483872565643088,"S1_HMP","S1","HMP"
"470",-0.539791907455991,"S1_HMP","S1","HMP"
"471",-0.0897428960056827,"S1_HMP","S1","HMP"
"472",0.0560275907444411,"S1_HMP","S1","HMP"
"473",0.122118458917216,"S1_HMP","S1","HMP"
"474",0.0226216313592023,"S1_HMP","S1","HMP"
"475",0.122346784826446,"S1_HMP","S1","HMP"
"476",-0.16847498734976,"S1_HMP","S1","HMP"
"477",0.0448333440323722,"S1_HMP","S1","HMP"
"478",-0.193537071308075,"S1_HMP","S1","HMP"
"479",-0.600613500569456,"S1_HMP","S1","HMP"
"480",-0.20085773165238,"S1_HMP","S1","HMP"
"481",-0.0815170955442463,"S1_HMP","S1","HMP"
"482",-0.110578367070385,"S1_HMP","S1","HMP"
"483",-0.334531468252,"S1_HMP","S1","HMP"
"484",0.192922159899752,"S1_HMP","S1","HMP"
"485",-0.0113797905019069,"S1_HMP","S1","HMP"
"486",0.0140316227785301,"S1_HMP","S1","HMP"
"487",-0.0335732043406179,"S1_HMP","S1","HMP"
"488",0.0260566141819791,"S1_HMP","S1","HMP"
"489",-0.0414694150292811,"S1_HMP","S1","HMP"
"490",-0.0677829793957987,"S1_HMP","S1","HMP"
"491",-0.122496883942133,"S1_HMP","S1","HMP"
"492",0.0328905677321628,"S1_HMP","S1","HMP"
"493",0.0324698822067541,"S1_HMP","S1","HMP"
"494",-0.0804051884717654,"S1_HMP","S1","HMP"
"495",0.391402717852708,"S1_HMP","S1","HMP"
"496",-0.246981639064461,"S1_HMP","S1","HMP"
