"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","B73_S34","Mo17_S34","H_S34","acs_S34","S1_HMP","S2_HMP","S34_HMP","S1_acs_B73","S2_acs_B73","S34_acs_B73","S1_B73_Mo17","S2_B73_Mo17","S34_B73_Mo17","cor_HMP_acs","cor_HMP_B73Mo17"
52428622.78,68024532.64,81584637.39,79346729.51,52802297.29,74444187.43,76014453.03,82529193.53,49769698.04,77518128.34,84811852.86,95670395.02,35537799.2,65655426.69,74202071.67,85688645.77,80465683.45,79271823.28,90241123.94,79945358.72,-0.0802191358341138,0.121960441690476,0.176153840914301,-0.561000308653927,-0.0511408788246607,-0.00935936242575051,-0.0102460498886573,-0.130104068672292,0.0215654826868855,0.991056641320343,-0.121184919957056
67897387.14,72158719.54,72372836.73,62919592.14,57115278.94,61928659.11,58219912.11,60780491.34,65404488.9,68580131.28,67374253.39,71928654.41,63754553.11,76266164.54,70437060.84,73239700.9,67646214.435,59500201.725,69651453.9,71838380.87,0.0653872867762505,0.0326891251555292,0.13173457521277,-0.0908276795563384,0.0798694096677446,0.0867456327706838,0.249479323681614,0.22056652921457,0.185114641846098,0.225903933077173,-0.700340155271008
44609447.12,53299347.01,64362063.12,59402338.45,33709458.01,49860664.92,51427871.31,52028035.06,30043229.32,42687677.24,50926411.86,57201184.99,37772848.69,57596917.6,63296711.32,72760268.65,61882200.785,51727953.185,54063798.425,68028489.985,-0.382320701533082,-0.272992276457652,-0.0713570005693353,-0.239999677106006,0.1118737472771,0.136614560392198,0.404195836308539,0.0962157359953486,0.258580398950558,0.805323608544137,-0.316917782388803
60842559.96,76023039.46,76346768.23,80540159.99,71439969.71,92837970.05,103318081.9,109220491.6,47664629.08,70280922.13,88703445.41,96169859.31,47164214.79,78446327.64,78789437.2,82220128.35,78443464.11,106269286.75,92436652.36,80504782.775,-0.472631565207964,-0.264631218530667,0.00125345785476075,-0.367388206657812,0.0452692045156098,0.0374212488249157,-0.231650612814036,-0.288278271339519,-0.437999546562959,0.819286147528274,-0.98304607689919
43811987.63,61858944.16,71556559.82,69563586.27,33157404.91,48059943.26,52791808.82,49200317.08,35657942.32,55364452.04,66856761.71,65154142.92,38269437.77,74987057.12,91133199.82,94096916.42,70560073.045,50996062.95,66005452.315,92615058.12,-0.110061408178536,0.0105925580331933,0.119034386334342,-0.195132961258893,0.277659396756958,0.392394723415957,0.401994569665797,0.364147263772677,0.468466183427714,0.953075180143622,0.60514432147443
94447154.42,131534223.1,164763024.1,145199474.1,139018721.1,203585867.8,215109128.7,211685096.6,65170881.72,135581786.8,161175272.6,173539392.3,64191628.38,121784427.8,145413853.2,163535538.6,154981249.1,213397112.65,167357332.45,154474695.9,-0.840912275260158,-0.30551479168237,-0.138256559759571,-0.557122171593557,-0.111108542459231,-0.00472314365984056,-0.55769994235087,-0.63019920365801,-0.461446979038181,0.998878902115776,0.305963769756594
7639671.973,7593230.217,7588610.162,7517397.269,8419202.64,8690575.531,8638817.284,8700823.253,8211463.321,8158454.57,8269749.783,8642940.512,7307142.469,7788187.655,7690815.603,7795353.597,7553003.7155,8669820.2685,8456345.1475,7743084.6,0.0323404509702585,0.00292988151046169,0.060081188743518,-0.0642033579729484,0.0365738964622139,0.035857908370292,-0.140172911860959,-0.194737972794116,-0.198951589090253,-0.0230398998570987,-0.0474161290309614
9130136.801,10211052.96,11039943.17,9624432.235,6146136.013,6325007.846,6500816.189,6041355.05,6501116.61,6805781.425,7483982.728,7196331.925,9885119.423,12782748,13445467.89,12666822.61,10332187.7025,6271085.6195,7340157.3265,13056145.25,-0.232533152924699,-0.280782875474202,-0.177584805021654,0.114621918457225,0.324066372172809,0.337583254617359,0.570956783035608,0.690992469520571,0.720358635888332,0.091421266323787,0.222170534861233
24423347.31,29994043.57,34950101.32,33015508.12,21781038.64,31675593.85,35354188.32,38906417.02,18526995.27,27517012.77,35543958.97,41253341.27,17798420.77,29946689.19,31426647.2,37724347.76,33982804.72,37130302.67,38398650.12,34575497.48,-0.318400883577753,-0.164236503717227,0.110940096522181,-0.456511702088054,-0.00227951645759969,0.024945081229261,0.165188189214464,-0.0786956385356022,-0.127792147344901,0.80533173327765,-0.863905864636413
8694130.988,10839266.57,11671837.73,11246100.7,12329102.8,15028045.93,16032216.92,14921947.8,8023185.52,11011252.55,12761006.88,13448042.18,7983751.687,11408375.17,11861134.85,12448970.98,11458969.215,15477082.36,13104524.53,12155052.915,-0.389737539148819,-0.232151584717927,-0.0394733791651915,-0.1229749815458,0.0738261901783787,0.085078900786122,-0.50395408042843,-0.471390289158537,-0.433656256398913,0.861147469315048,0.999882315581517
304904683.2,442568713.5,548054447.7,491272933,323488589.5,542378990.7,567237559.1,639836483.5,212487813.5,450791076.2,573098717,707318496.8,222878169.4,485562452.3,570764255.2,655641400.9,519663690.35,603537021.3,640208606.9,613202828.05,-0.564287632997582,-0.127588170312608,0.188998222739092,-0.452102996082009,0.133755398472283,0.238786091275762,-0.0853565148746829,-0.293399829763749,-0.215864010070725,0.958168188038396,-0.689905446518186
176651881.8,546924110.1,861617718.2,919035501.8,297950302.6,519397959.9,587909658.6,801582804.2,223237062.7,500287719.5,590694337.7,737523682.1,124789318.1,376752877.6,652003874.5,985662857.9,890326610,694746231.4,664109009.9,818833366.2,-0.0881421716944338,-0.0918133087085097,-0.25505716366613,-0.501414672200009,-0.537722130920247,-0.120764784454391,-0.754162594912855,0.0745003145570822,0.357848571963432,-0.995207923270953,-0.710740782800074
93015818.65,71531934.29,54533167.27,35949610.8,174645396.6,158096940.4,117028429.1,94078799.43,130563192.9,102890461.6,67415896.45,53284906.91,118171180.9,113408643.2,79422862.79,56435459.08,45241389.035,105553614.265,60350401.68,67929160.935,-0.0356598604547769,-0.158194820921447,-0.321153346259615,0.345330247088195,0.664871237442289,0.586387809331074,-0.908880623070754,-1.1441500889657,-1.2222608490785,-0.665181281343589,0.934694266954448
430164645.5,628249479.3,779618852.1,671454430.4,419807216.2,745583295.9,817285444.3,889999911,356382879.8,627851481.5,840792638.9,991120802.5,341602231.9,699649820.4,804838462.8,952249975.9,725536641.25,853642677.65,915956720.7,878544219.35,-0.253987048443165,-0.129711173491936,0.21417633581803,-0.332571555969795,0.155295453415511,0.27606642703558,0.0351619911957082,-0.247031967729171,-0.234583829627853,0.825573667307907,-0.676992173802902
7928157.603,8518410.499,8136941.727,7618639.83,7479915.589,8749299.003,8192760.949,7999817.164,6882835.692,7512249.435,7848382.184,7851541.342,7016159.224,8674383.793,8230129.952,8036990.759,7877790.7785,8096289.0565,7849961.763,8133560.3555,-0.16261148619176,-0.200759855566375,-0.0249752972964237,-0.176304153462522,0.0261770213100182,0.0460959089142046,0.0839636526286033,-0.0385831778316904,-0.0394696967547011,0.386510783626345,-0.316526049046901
243836727.6,369375972.3,511992901.3,446326895.9,250237931.2,450830388.6,568749319.6,584228670.8,176557976.3,349549164.9,507514309.1,591430007.3,220214870.5,443157269.6,591838763,691290825.9,479159898.6,576488995.2,549472158.2,641564794.45,-0.484587062815105,-0.230491543886807,0.0579882089734996,-0.147003553058718,0.262728756740136,0.421087804288706,-0.03738504411974,-0.287494741986895,-0.266785895528714,0.959184524623152,-0.80516997309482
11913878.34,12988122.37,13002324.59,11363279.55,12760421.11,13725670.73,13067006.16,11024873.25,10540464.87,12090053.28,12066861.59,11189025.81,11492865.84,14752526.73,14208566.87,12823658.64,12182802.07,12045939.705,11627943.7,13516112.755,-0.227070628335568,-0.143764236791635,-0.0591234946218248,-0.0519045413750642,0.183769189929869,0.149834296717462,-0.0990328086298039,-0.079683768465324,0.0162990515365276,0.78891198735482,0.935287272909279
89130928.89,106031155.1,110587838.7,104511913.6,93721549.6,110624890,113290252.8,118364814.2,85719127.69,105933886.8,112327004.4,115906811.8,74635115.54,105426484.8,103263189.6,110042248.6,107549876.15,115827533.5,114116908.1,106652719.1,-0.0929911081527663,-0.0322423294517055,0.0310292717687442,-0.256071568432536,-0.00825089338305767,-0.0120851159062079,-0.0724546668258157,-0.0611877869547258,-0.106972375425391,0.853127514264834,-0.731518172176481
26593662.28,17906438.3,14027070,12972666.41,19500250.54,11780887.91,9660663.437,9038048.393,24497231.01,16024420.23,12766741.99,11219020.23,26277467.71,22006945.6,18010335.11,14755407.73,13499868.205,9349355.915,11992881.11,16382871.42,0.0880424462522227,0.110424997698795,0.0700331090371924,-0.0172562143763668,0.297480518806952,0.279242917020037,0.447589808135555,0.604030127709039,0.530006437703143,0.1138148091234,0.526996338649108
7714878.822,10060231.59,10802611.7,9702156.137,6967008.74,8999222.595,9293657.016,8865977.689,6535869.803,8801689.727,9809128.582,10102337.23,6495559.743,10351286.22,11063404.31,11321381.73,10252383.9185,9079817.3525,9955732.906,11192393.02,-0.167586308880134,-0.114654384130429,0.0425935109845122,-0.248189643847621,0.0411465269894845,0.126559119627429,0.147104123357826,0.160791233283631,0.175224226998301,0.83455146763441,0.965416946858358
58153680.86,77340246.4,98767466.32,76751982.39,60663792.22,125479908.7,135905662.1,150656208.3,29499393.83,82772198.72,114441404.2,149184957.7,42568285.33,91986192.55,108227022.7,122358890,87759724.355,143280935.2,131813180.95,115292956.35,-1.00998979724162,-0.292982840121304,0.19034787720951,-0.450091531662072,0.250197963095056,0.39367347690324,-0.0609651761168005,-0.698165118725524,-0.707215759499417,0.968391564523665,-0.921271482666129
52514883.33,74769714.46,87383860.69,78503211.53,42286153.74,71636707.02,75445219.54,80504502.6,33477535.8,64178029.42,78768227.87,93097158.06,32228929.25,63813821.66,80639759.22,94084936.4,82943536.11,77974861.07,85932692.965,87362347.81,-0.50170950295904,-0.18982743493904,0.0949497388374066,-0.704370099153689,-0.228585087280806,0.0748820737372054,0.312541015504907,0.0617550021399617,0.0891204774824851,0.994927790527186,-0.827026259402391
14563740.13,13344173.81,11843111.57,11692336.58,14439738.27,12258825.18,11223021.63,10759696.76,13762173.42,12025750.72,10771794.51,9935498.537,11328039.19,11435509.06,10611221.22,9678825.911,11767724.075,10991359.195,10353646.5235,10145023.5655,-0.0755176050085805,-0.0901858506873871,-0.136303477306492,-0.362482741579007,-0.222689395553705,-0.21406310807046,0.012336310566329,0.122389259846468,0.098465522902026,-0.723403755014695,-0.52163580974067
58280073.06,55554323.66,51949792.44,41341664.25,66177602.76,64878182.37,58070153.31,54012486.09,70707343.92,74099683.42,61666654.57,57101927.21,69605745.39,77596845.2,66553112.91,62441412.59,46645728.345,56041319.7,59384290.89,64497262.75,0.184276761407354,0.299314440371823,0.209899020553376,0.256203707800327,0.482098801489034,0.467492964079308,-0.183340345952382,-0.223834204029115,-0.264745959668031,0.71396630620815,-0.20922529001236
10349032.11,10261640.65,9890623.886,9498923.16,13624715.78,11957145.69,11612456.08,14474887.97,11524983.67,10704529.99,10693606.7,12186849.08,11232688.61,11894123.42,11450778.92,13044663.71,9694773.523,13043672.025,11440227.89,12247721.315,-0.0566907611170212,-0.0535585624709561,0.00898215929341422,0.11820744017443,0.212987540980258,0.337234259772663,-0.396730288262353,-0.220611632392295,-0.428070969560776,0.919577287819882,-0.582577593622762
41810935.03,54769342.42,60939025.64,53475618.73,38426627.58,57862113.09,62042824.86,60357750.68,29578006.69,51383640.01,59517990.67,64459094.19,31606691.8,54454101.78,59609066.09,63863308.73,57207322.185,61200287.77,61988542.43,61736187.41,-0.439752951478061,-0.132228797673221,0.0663116819160887,-0.403650267587497,-0.00832783427022636,0.109916575490847,0.12177393983154,-0.0792504516294603,-0.0973386217289221,0.984152983003897,-0.94750185104898
208366946.3,293634134,314143983.3,253908768,186885222.3,325437383,333822203.2,387152290.6,181548262.2,315806578.5,398451652,431945127.6,120205700.5,276235228.8,279272502.8,270442472.2,284026375.65,360487246.9,415198389.8,274857487.5,-0.122420257562394,0.0289351404572899,0.365589996766593,-0.793621123508408,-0.0881223655215267,-0.0473411285633748,0.156973943522848,-0.148360296471659,-0.343923312082898,0.770742147095944,-0.942197972693435
53845415.2,89294700.97,124671943,120472727.2,62339871.1,117398397.9,142758149.3,162993822.2,47902873.1,117607638.4,159211624.8,194178363.1,31102572.93,84612373.07,110142027.2,139020712.4,122572335.1,152875985.75,176694993.95,124581369.8,-0.278243284393634,0.186491543168095,0.359479498453533,-0.791789577357566,-0.0777059162759302,0.0234549446925971,-0.211331663719574,-0.39476625165241,-0.318728405647596,0.988576660976158,-0.770873205615897
8617292.09,7180970.454,6618683.003,5614091.336,19084656.4,17955944.93,13799846.16,12375530.16,11835609.33,10375227.19,9344262.625,8643713.152,9390625.958,9140346.534,7797024.498,7308459.105,6116387.1695,13087688.16,8993987.8885,7552741.8015,-0.226853473697273,-0.276664695767985,-0.094379653849012,0.123986741880287,0.34807003601434,0.304320734961937,-1.14710672139497,-1.3222108450073,-1.09745864093016,0.0707865613263983,0.843067566558845
20699887.33,17488497.88,16545608.73,14835865.4,24393587.34,19659371.79,16398824.65,17587200.32,24335102.76,21075224.78,18353117.45,19142352.58,21950847.92,19704205.22,16434056.23,16120969.22,15690737.065,16993012.485,18747735.015,16277512.725,0.110120185828266,0.182268539991507,0.19814280662049,0.084653754313896,0.172097179959636,0.0529671425259592,-0.236879022474152,-0.168810842690074,-0.115028509274522,0.0937744396479036,0.959377398499557
6091888.17,8234001.556,9355075.656,9141562.388,7463044.146,10305497.27,10636070.01,10273633.34,5553062.168,9056740.757,10814634.22,11887027.27,4842251.23,8337182.23,10476838.33,10970937.07,9248319.022,10454851.675,11350830.745,10723887.7,-0.287462456882479,-0.0335383773288443,0.204370077949626,-0.331211525758761,0.0179661480290146,0.213564946916274,-0.292874761865654,-0.323748494356656,-0.176909524511756,0.989857108354732,0.736351411409081
115890210.3,180239748.5,217590574.1,195292930.8,159881586.4,272316958,306326603.2,296727673.2,90219879.51,190522711.1,242448426.6,278825143.9,87215380.89,190680521.2,231124761.6,254392220.3,206441752.45,301527138.2,260636785.25,242758490.95,-0.61195765492478,-0.248135593638208,0.0373005693092025,-0.410104211998584,0.0812402683386983,0.233786975002854,-0.46424509146715,-0.595369620556511,-0.546553071560361,0.974719406804991,-0.673992788865382
