"","B73_S1","Mo17_S1","H_S1","acs_S1","S1_HMP","S1_acs_B73","S1_B73_Mo17","HP","LP","Category","B73_S2","Mo17_S2","H_S2","acs_S2","S2_HMP","S2_acs_B73","S2_B73_Mo17","HP.1","LP.1","Category.1","B73_S34","Mo17_S34","H_S34","acs_S34","S34_HMP","S34_acs_B73","S34_B73_Mo17","HP.2","LP.2","Category.2"
"Zm00001d025657_T001",94599.23547,126099.3995,105668.6118,97519.95001,-0.0625308096971614,0.0438688623429463,-0.414660976217301,"Mo17","B73","Additive",104431.403,127474.8527,119335.8547,107754.6665,0.0414858314330038,0.0451947469042641,-0.287657068764019,"Mo17","B73","Additive",113185.8026,138357.2886,143200.24265,110767.28325,0.187228371643681,-0.031161182788073,-0.289705640633061,"Mo17","B73","AHP"
"Zm00001d045596_T001",103432.3641,54688.63054,81941.99599,109426.6741,0.051646004961413,0.0812767785399803,0.919374836067066,"B73","Mo17","Additive",67179.59784,41519.22123,60963.29211,83229.56784,0.165676451096288,0.309072986998453,0.694243775605066,"B73","Mo17","Additive",67971.680425,40166.582875,55189.28013,75769.852215,0.0295828807037235,0.156690143814768,0.758938059167623,"B73","Mo17","Additive"
"Zm00001d018839_T001",437142.415,95920.8131,166364.6725,650231.4279,-0.679957555131429,0.57284992152902,2.18818757321985,"B73","Mo17","PD-L/LP",245528.42,72719.22539,95102.67473,263790.3684,-0.742592018067824,0.10350186274092,1.75548128961465,"B73","Mo17","PD-L/LP",146918.11865,68276.8438,88030.67125,159734.65395,-0.28956613214069,0.120665008063133,1.1055440526998,"B73","Mo17","Additive"
"Zm00001d046506_T001",375316.7563,312346.5171,299157.2937,424891.258,-0.200798058936616,0.17898495910113,0.264961259020475,"B73","Mo17","BLP",421558.7017,396029.4992,398910.423,420646.6414,-0.0353095564138719,-0.00312471393578025,0.0901256423633081,"B73","Mo17","Additive",387471.0051,433936.63355,491036.2851,438515.1275,0.257731272683263,0.178538256422531,-0.163396029770251,"Mo17","B73","AHP"
"Zm00001d039941_T001",288463.423,289783.9758,278195.597,326962.6758,-0.0555872844916799,0.180737557712907,-0.00658942276879453,"Mo17","B73","BLP",384350.4385,279387.4093,314192.4568,240299.3871,-0.0789649977227834,-0.677589345634958,0.460155307804323,"B73","Mo17","Additive",180709.13635,202113.783,165948.3642,206640.99625,-0.205942797155807,0.193457055772542,-0.161498260312814,"Mo17","B73","BLP"
"Zm00001d053968_T001",116728.0455,140587.7734,122186.6514,75584.90259,-0.0744534689987468,-0.626981226921497,-0.268319902156485,"Mo17","B73","Additive",131003.8455,180826.8335,162294.8481,120179.3227,0.0578543311562335,-0.124420465052837,-0.464999618593558,"Mo17","B73","Additive",138670.85495,177926.39635,171670.1949,137487.8862,0.116990852676059,-0.0123600910192313,-0.359615956050568,"Mo17","B73","Additive"
"Zm00001d011668_T002",51949.16081,44313.45862,58154.22027,42740.30216,0.272908210899854,-0.281503336514303,0.229355511844926,"B73","Mo17","AHP",35679.56487,37740.72887,37587.21961,35177.68926,0.034063314358436,-0.0204373023188365,-0.0810242643549515,"Mo17","B73","Additive",34621.848505,30404.05119,28717.661265,28434.81005,-0.179076192925791,-0.284024587261829,0.187419185621759,"B73","Mo17","BLP"
"Zm00001d040302_T001",69279.24987,44964.13055,64291.13603,59907.05927,0.170581174689289,-0.20969729325144,0.623648736918487,"B73","Mo17","Additive",69835.85404,39546.18852,54302.59892,59242.16665,-0.0102827557025897,-0.237343507784028,0.820429258945396,"B73","Mo17","Additive",61085.507985,35984.181,42074.285415,57360.922115,-0.206082100317723,-0.0907619370528479,0.763467330576646,"B73","Mo17","Additive"
"Zm00001d027288_T001",1343024.774,1295424.92,1179891.745,871196.7086,-0.161035978177112,-0.624415508925788,0.0520605150841531,"B73","Mo17","BLP",1180045.821,1314730.361,1068683.718,963552.0521,-0.223075446662732,-0.292408370654733,-0.15592406618213,"Mo17","B73","BLP",1073463.6625,1248579.2425,1003061.2177,875645.646,-0.210984971934739,-0.293854288816175,-0.218014030670079,"Mo17","B73","BLP"
"Zm00001d016452_T047",257464.0936,342817.8299,250416.7499,188683.4289,-0.261309159612748,-0.448403521531151,-0.413070900227527,"Mo17","B73","BLP",240975.1194,381626.7308,359803.8948,239305.9883,0.208900939435401,-0.0100276975992202,-0.66327803116598,"Mo17","B73","Additive",225422.07535,378903.5074,348053.221,242966.3254,0.203981909649172,0.108127569259659,-0.749201690461319,"Mo17","B73","Additive"
"Zm00001d032969_T001",98232.19838,170216.4813,320691.4341,80351.5936,1.25653950960561,-0.289869349222832,-0.79310284223631,"Mo17","B73","AHP",82540.24074,66471.45436,136487.7392,73692.30223,0.873345794296891,-0.163583720399628,0.31236272653058,"B73","Mo17","AHP",60207.54178,39755.72979,61578.914715,51522.540595,0.301038322805666,-0.224740479660232,0.598781411038238,"B73","Mo17","AHP"
"Zm00001d029028_T001",68866.99764,61762.8892,62489.83174,64194.35635,-0.0637916485390424,-0.101366313630661,0.157072540076497,"B73","Mo17","Additive",62066.25136,64647.91761,57243.74829,69756.62584,-0.146387806116402,0.168521244455655,-0.058794886252838,"Mo17","B73","BLP",64701.716785,64631.847815,59650.248915,62957.379395,-0.11649666815654,-0.0394285031444454,0.00155875432102404,"B73","Mo17","BLP"
"Zm00001d021805_T007",186252.3424,192694.9911,178971.8874,255335.0139,-0.0822643658503497,0.455132817282585,-0.0490605010848892,"Mo17","B73","BLP",217944.8887,162752.8369,178183.4178,231066.1662,-0.0952828685885824,0.0843426594135205,0.421280678799643,"B73","Mo17","Additive",182892.1913,148616.13265,183263.12285,203756.5693,0.14487141266127,0.155853094307445,0.299402747102759,"B73","Mo17","AHP"
"Zm00001d024573_T001",73463.83679,85646.18624,87444.96547,82888.14224,0.136422510217048,0.1741314827605,-0.221354760061654,"Mo17","B73","AHP",64508.92577,68955.57105,67484.73246,62249.16225,0.0161770347523313,-0.0514443711749755,-0.0961683218094312,"Mo17","B73","Additive",70843.67998,61547.567905,58672.54794,61294.378445,-0.174050202080069,-0.208884390338518,0.202937306195883,"B73","Mo17","BLP"
"Zm00001d046348_T008",54476.89971,57464.27827,55802.23915,57465.85355,-0.00434591603355202,0.0770603535783146,-0.0770208052264914,"Mo17","B73","Additive",71447.19954,68402.46764,64748.21449,73616.15093,-0.110964506026119,0.0431448551725304,0.062829092524075,"B73","Mo17","BLP",68867.77593,69150.375035,70007.899115,68176.22476,0.0207316078113319,-0.0145603734140878,-0.00590798955435424,"Mo17","B73","AHP"
"Zm00001d010067_T001",95543.82965,85144.7003,95244.07088,107538.4265,0.0761962627826488,0.170617657273971,0.166245970630306,"B73","Mo17","Additive",105679.399,87329.38289,84037.12524,107546.6167,-0.199567775593161,0.0252679727556499,0.275155116519901,"B73","Mo17","BLP",90153.70328,82184.22173,87785.91683,86695.10479,0.0268211985036096,-0.0564362205848912,0.133525312676755,"B73","Mo17","Additive"
"Zm00001d002971_T001",7742.49822,11495.19143,17275.97665,11623.51102,0.844831722654386,0.586174866462463,-0.570159440192001,"Mo17","B73","AHP",11923.24672,10440.42442,13576.15973,13867.09044,0.279918408826645,0.217887978998191,0.191596776598594,"B73","Mo17","AHP",15949.93053,10179.676582,9324.998254,12044.003655,-0.486510071927906,-0.405235089347859,0.647858413989464,"B73","Mo17","BLP"
"Zm00001d011104_T001",4806243.962,4993139.928,4712289.771,4235144.956,-0.0562627895143154,-0.182498531221798,-0.0550374567484945,"Mo17","B73","BLP",5957599.215,6603019.659,5572357.278,6177250.651,-0.172547882934786,0.0522337987781697,-0.148394868688842,"Mo17","B73","BLP",5944483.8615,6532170.4005,5425584.8805,5884094.758,-0.201380538916491,-0.0147310712304295,-0.136010874738851,"Mo17","B73","BLP"
"Zm00001d008851_T005",103898.7299,124400.4039,96805.81392,102171.1725,-0.237759785835077,-0.0241898196194428,-0.259813151317327,"Mo17","B73","BLP",110911.3804,139582.5671,126661.961,113774.8853,0.0162075756504393,0.0367747266674816,-0.331711364923731,"Mo17","B73","Additive",92179.144075,133992.6063,126737.60425,98569.651235,0.164425906270281,0.0967031496634588,-0.53964111832224,"Mo17","B73","Additive"
"Zm00001d005344_T001",437286.8217,374149.0028,333058.4603,310809.2449,-0.284701568743696,-0.492550454490112,0.224966941295742,"B73","Mo17","BLP",449707.7821,423465.3896,334454.5634,414238.6583,-0.384457574144787,-0.118525652226518,0.0867437888061539,"B73","Mo17","BLP",350925.65845,377411.69025,335553.4299,381589.1657,-0.118064323701125,0.12085477370973,-0.104973674430326,"Mo17","B73","BLP"
"Zm00001d006710_T005",421388.966,464523.8796,416468.0973,372273.5237,-0.088958791126011,-0.178789523355628,-0.140600224661983,"Mo17","B73","BLP",347937.0456,378165.2917,348829.029,414606.6649,-0.057652792948058,0.252917014340456,-0.120190663751739,"Mo17","B73","Additive",316100.5784,337519.2405,280998.10355,332825.7299,-0.217891335430303,0.0743832937439411,-0.0945860711760687,"Mo17","B73","BLP"
"Zm00001d035004_T032",125883.125,102394.1374,119191.8958,130427.701,0.0624989793414865,0.0511654116039085,0.297951782676631,"B73","Mo17","Additive",141626.0794,109829.4955,121967.3178,124374.7779,-0.0438089221339223,-0.187393002163586,0.36682139906043,"B73","Mo17","Additive",116919.46725,109066.52725,108275.67215,115760.8958,-0.0615242359249464,-0.0143671694265907,0.100306757148779,"B73","Mo17","BLP"
"Zm00001d033906_T001",100190.3608,80704.23625,98461.9826,86098.22001,0.122489376373083,-0.218688398327196,0.31202740599104,"B73","Mo17","Additive",77719.2054,89700.61324,73342.13344,57253.46789,-0.190756181626128,-0.440908069815546,-0.206846697285146,"Mo17","B73","BLP",74031.864365,107305.476265,88403.079845,67524.787305,-0.0365074954405726,-0.13272917040823,-0.535505439028263,"Mo17","B73","Additive"
"Zm00001d034489_T001",150012.4497,154636.7576,146599.5172,185388.9142,-0.0552686342400511,0.305472740380848,-0.0438010562135505,"Mo17","B73","BLP",115858.9542,116420.0562,104733.4489,126339.1077,-0.149136520884075,0.124931740285115,-0.00697007143265245,"Mo17","B73","BLP",109405.8905,118610.6409,97459.63357,138431.963,-0.22626172145764,0.339486673854737,-0.11654302792241,"Mo17","B73","BLP"
"Zm00001d001903_T002",328570.494,228666.5548,237904.4142,243428.8808,-0.227909140512504,-0.432702588565112,0.522957560575232,"B73","Mo17","Additive",352252.7813,320933.493,324053.9634,347938.265,-0.0547716823291898,-0.0177797476406777,0.134336738897323,"B73","Mo17","Additive",427148.04205,379160.4906,411670.33835,447287.3453,0.0301575141019691,0.0664657726280598,0.171927529505651,"B73","Mo17","Additive"
"Zm00001d049135_T001",56151.62774,62402.90109,63155.23685,52003.58217,0.0914234973689843,-0.110716840462571,-0.152285256553745,"Mo17","B73","AHP",47279.6301,52570.49559,51827.37996,54064.11334,0.053950218996875,0.193452531686702,-0.15303458708138,"Mo17","B73","Additive",48280.968415,50200.442855,46506.38142,45532.52122,-0.0824227455923611,-0.0845572675565691,-0.0562454774845135,"Mo17","B73","BLP"
"Zm00001d029745_T005",265339.4252,231411.4379,235905.6934,290544.5477,-0.0743122368286884,0.130920328663376,0.197378879091197,"B73","Mo17","Additive",320041.2946,219661.4683,281564.9283,313180.5933,0.0613025702953319,-0.0312632499239054,0.542976243558875,"B73","Mo17","Additive",370889.36845,237592.12265,300686.9609,357652.1487,-0.0169510717380541,-0.0524318045915307,0.642501909076265,"B73","Mo17","Additive"
"Zm00001d028151_T004",277114.7095,250823.0062,323954.2948,263526.4426,0.295422548996548,-0.0725355613132745,0.143813610108206,"B73","Mo17","AHP",253340.7975,228573.7147,262122.089,265594.6091,0.121461688013016,0.0681464394053693,0.148419917074262,"B73","Mo17","AHP",236550.8608,182481.02795,214327.8243,212610.42005,0.0327591159532521,-0.153938105598007,0.374403932015572,"B73","Mo17","Additive"
"Zm00001d035588_T001",84016.53942,85341.32128,66555.0737,79929.44763,-0.34745439412588,-0.0719462442826654,-0.0225710834590297,"Mo17","B73","BLP",83586.81972,84658.759,82258.44332,70027.41307,-0.0323329178652815,-0.255355677841338,-0.0183838698312077,"Mo17","B73","BLP",85034.37207,79834.556885,82451.669835,86684.738255,0.000301081520717987,0.0277318979728333,0.0910327552712626,"B73","Mo17","Additive"
"Zm00001d049362_T002",211322.1755,181386.6425,203360.6317,242486.8509,0.0505804238428958,0.198462350588838,0.220375948980106,"B73","Mo17","Additive",169498.0303,158810.2441,164169.8904,164989.546,0.000138442889493671,-0.0388938922965707,0.0939645312748264,"B73","Mo17","Additive",181964.4649,189545.57345,207948.499,185397.8057,0.162825077968392,0.0269674289730499,-0.0588880250573122,"Mo17","B73","AHP"
"Zm00001d044442_T028",43653.65654,44185.62798,48106.54318,54126.07336,0.131366831400476,0.310221227151869,-0.017474685632062,"Mo17","B73","AHP",55180.26659,49873.17726,46393.64615,50925.3046,-0.179124317609951,-0.115769722314959,0.145888311337345,"B73","Mo17","BLP",54412.442355,54943.767525,59923.79326,54382.352045,0.132165709109581,-0.000798037118635043,-0.0140192536042298,"Mo17","B73","AHP"
"Zm00001d005502_T001",39742.39565,56047.0445,51893.1167,55030.50917,0.115676565033738,0.469552837189111,-0.495959458058785,"Mo17","B73","Additive",45938.93531,56238.43507,47897.86669,42926.64716,-0.0930424056610381,-0.0978439272453783,-0.291839028615475,"Mo17","B73","Additive",43885.3301,57932.76705,46464.22861,41616.242775,-0.131801647019198,-0.0765920385367153,-0.40064081513233,"Mo17","B73","Additive"
"Zm00001d029454_T005",46068.09941,60299.01437,59860.30889,44240.96056,0.17061945626854,-0.058385369486606,-0.38836634124554,"Mo17","B73","Additive",38088.3105,56686.25447,49851.06333,37240.54015,0.0731243486178413,-0.0324742966509047,-0.573650651534888,"Mo17","B73","Additive",34244.31296,53614.84438,45337.111465,34915.46626,0.0454998139182047,0.0280018226160807,-0.646768080052022,"Mo17","B73","Additive"
"Zm00001d032507_T001",160933.0572,129833.5472,147465.1355,113451.9406,0.0205123250629204,-0.504379413380445,0.309797495929478,"B73","Mo17","Additive",138416.6932,119017.6555,123366.2147,115433.4718,-0.0612572114697158,-0.261956326638777,0.217842340125195,"B73","Mo17","Additive",112831.9049,102774.33288,103356.939255,114418.94995,-0.060763665065658,0.0201509406755384,0.134695061680094,"B73","Mo17","Additive"
"Zm00001d020948_T001",84637.06231,83554.67797,85650.1272,56049.27365,0.0264204358946743,-0.59459387636557,0.0185689508247737,"B73","Mo17","AHP",72297.64104,81423.86749,72508.51307,72739.25677,-0.0840967453854479,0.00878560976150181,-0.171503173532965,"Mo17","B73","Additive",83291.53992,68791.875855,75924.590225,73363.557615,-0.00222371810645139,-0.183106364594012,0.275931769371036,"B73","Mo17","Additive"
"Zm00001d029394_T002",6110697.783,5137901.221,5485255.859,5085448.249,-0.0361145055238915,-0.264962187549944,0.250157977475596,"B73","Mo17","Additive",5031185.739,4204702.081,3774764.034,4390472.079,-0.290864187815644,-0.196522379612267,0.258894867641238,"B73","Mo17","BLP",4120192.2035,4459380.853,5198536.1025,4678626.821,0.277199563390229,0.183373520827117,-0.114131778658922,"Mo17","B73","AHP"
"Zm00001d039973_T002",1130047.583,1076365.324,1123201.514,1057222.333,0.0259139839940465,-0.0961047153645339,0.0702157023653647,"B73","Mo17","Additive",932764.0483,1090973.07,829768.3044,1317201.516,-0.286241442248233,0.497891988823911,-0.226031401403708,"Mo17","B73","BLP",1034100.34945,934791.52165,814215.80185,1109158.823,-0.273900756649193,0.101089771044793,0.145659637692661,"B73","Mo17","BLP"
"Zm00001d002925_T005",290091.8687,281370.1383,266008.1185,307902.618,-0.103187308609653,0.0859642769844624,0.0440406331843922,"B73","Mo17","BLP",280202.7586,272564.8278,245896.7521,300757.8131,-0.16862034099113,0.102131057093744,0.0398717527058675,"B73","Mo17","BLP",236859.6038,263981.7823,266592.9444,252383.29695,0.090284817201565,0.091584264903676,-0.156406201731068,"Mo17","B73","AHP"
"Zm00001d016834_T001",144303.0387,126762.178,117842.6685,118871.1252,-0.201777992192426,-0.27970336525474,0.18697732697115,"B73","Mo17","BLP",138247.1283,138929.4477,137259.8034,138975.0801,-0.0138961480760491,0.00757670081166163,-0.00710291480826923,"Mo17","B73","BLP",156006.06965,131106.10365,135644.38975,142833.2087,-0.0817851218168431,-0.127270715641683,0.250867308543114,"B73","Mo17","Additive"
"Zm00001d021188_T004",134789.0789,124338.4463,139738.8029,125299.6957,0.109070415825075,-0.105320697903169,0.116431152301826,"B73","Mo17","AHP",136915.2883,124550.4721,136943.7525,127779.9641,0.0669614161780624,-0.0996219110725246,0.136553060464538,"B73","Mo17","AHP",144435.202,125120.96425,112437.27365,132958.89235,-0.261465535254901,-0.119442132728586,0.207098865247392,"B73","Mo17","BLP"
"Zm00001d052873_T001",121498.7879,114475.6941,112299.6231,126645.8819,-0.07127777092156,0.0598582449577482,0.0859006087187309,"B73","Mo17","BLP",112982.0143,124892.581,123503.3895,117314.6197,0.0543494345081321,0.0542896855309847,-0.14459465190248,"Mo17","B73","Additive",120120.5739,120368.4224,131714.09885,125097.05815,0.131438897592501,0.058564589919219,-0.00297369055499173,"Mo17","B73","AHP"
"Zm00001d043261_T001",160247.9792,189651.9181,200818.128,192202.3488,0.198947267179997,0.262319802690848,-0.243047798905894,"Mo17","B73","AHP",155835.3199,159572.0423,193031.308,183661.6409,0.29161852333214,0.237028084650154,-0.0341856517287167,"Mo17","B73","AHP",156176.3324,155745.65495,164804.2149,177066.52625,0.0795678884734976,0.181115663744361,0.00398392316908305,"B73","Mo17","AHP"
"Zm00001d032671_T001",61533.43368,68829.40091,68467.70321,98060.846,0.0709628950119269,0.672306708384604,-0.161654452962144,"Mo17","B73","Additive",70077.18393,72316.38844,82938.18096,77793.33969,0.220224286142682,0.150701842520951,-0.0453778287489422,"Mo17","B73","AHP",81607.141015,76458.055605,73708.427495,126717.7156,-0.100618259507059,0.63485092707422,0.0940268887874403,"B73","Mo17","BLP"
"Zm00001d014656_T007",198051.2736,106024.5465,143069.5356,220324.8201,-0.0877145931897531,0.153758048372467,0.901475666659099,"B73","Mo17","Additive",147323.3187,117399.5081,129736.7146,161107.5655,-0.0288957922648455,0.129038441803505,0.327559438177574,"B73","Mo17","Additive",126807.3805,128773.77345,135361.665,135783.05505,0.0830377606565629,0.0986647344074014,-0.0222000823781587,"Mo17","B73","AHP"
"Zm00001d053899_T003",672479.1235,490642.3588,668789.6014,829950.3854,0.20162253406454,0.303535613224324,0.454817689242256,"B73","Mo17","Additive",686670.0449,600339.847,563444.262,739513.6088,-0.191678336275659,0.106959667303947,0.193837600579846,"B73","Mo17","BLP",552693.01775,555845.65195,685941.50165,600018.16975,0.307498353752097,0.118527802179099,-0.0082059419536149,"Mo17","B73","AHP"
"Zm00001d005996_T001",36745138.18,14241928.87,27835801.05,33656985.66,0.126810249615145,-0.126647403004027,1.36740882442178,"B73","Mo17","Additive",46183505,34921290.93,40920657.15,53788237.25,0.013042086549998,0.219913042076096,0.403270775734322,"B73","Mo17","Additive",39433451.835,43182033.835,61463359.395,60327103.72,0.573314392633526,0.613386317517395,-0.131011191300371,"Mo17","B73","AHP"
"Zm00001d027581_T001",2098927.87,2181505.581,1968146.848,2188451.901,-0.120919028630966,0.0602580869494259,-0.0556715755711695,"Mo17","B73","BLP",2488229.285,2797722.409,2224410.256,2377062.553,-0.248740346833611,-0.0659395641890817,-0.169133392042525,"Mo17","B73","BLP",2042213.8785,2734422.073,2786252.7565,2591825.5625,0.222331211930192,0.343834658089545,-0.421101982229548,"Mo17","B73","AHP"
"Zm00001d047532_T001",4199221.186,2710780.504,2572112.987,3281834.892,-0.425732045129368,-0.35561912221609,0.631413480691465,"B73","Mo17","BLP",6205506.238,5152854.424,4765800.183,6582370.542,-0.252964257853426,0.0850583339706529,0.268177073813908,"B73","Mo17","BLP",6119082.5365,4887669.6985,5840006.352,7616591.394,0.0856530080687446,0.315830142843467,0.324168565669843,"B73","Mo17","Additive"
"Zm00001d021145_T007",62137.6399,49260.97322,59378.0399,74008.77244,0.0922701034486854,0.252228840701086,0.335022315738546,"B73","Mo17","Additive",49718.91113,44636.36485,44366.61718,56198.33131,-0.0886286337456754,0.176732592354355,0.155575160948939,"B73","Mo17","BLP",52723.817255,46609.514425,47540.95299,49685.9005,-0.0631070774898327,-0.0856183141742751,0.177830343585127,"B73","Mo17","Additive"
"Zm00001d033334_T008",122279.7196,100298.7266,115757.3627,99124.97501,0.056790065063463,-0.302864646875654,0.285881859588731,"B73","Mo17","Additive",126447.8646,97068.74542,97238.77492,126873.6825,-0.200778422748912,0.00485016737256328,0.381463922711793,"B73","Mo17","Additive",124562.43005,99764.43257,99976.613605,125208.61895,-0.165939823963371,0.0074648811795667,0.320271523727093,"B73","Mo17","Additive"
"Zm00001d002316_T001",132150.7841,127888.6999,142786.3338,150105.1341,0.135127207911604,0.183788337767104,0.0472961900950339,"B73","Mo17","AHP",117564.1678,103992.8221,99239.50009,110558.6705,-0.158691470202514,-0.0886362382736598,0.176964457776203,"B73","Mo17","BLP",156631.20635,170277.67515,181731.0586,156602.5252,0.152916430325279,-0.000264199853463254,-0.120517621854308,"Mo17","B73","AHP"
"Zm00001d011233_T004",120880.9936,131834.9391,136677.153,114919.1537,0.113255478560036,-0.0729681505467624,-0.125145342177881,"Mo17","B73","AHP",119130.9618,153637.7779,150331.2714,140320.9961,0.140466829307764,0.236182479929968,-0.366984588793057,"Mo17","B73","Additive",136514.25265,140993.1517,151725.8257,128692.6292,0.128940406429567,-0.0851221559554544,-0.0465735076301489,"Mo17","B73","AHP"
"Zm00001d007912_T009",111598.0263,103866.851,110306.576,84417.93451,0.0340660844199585,-0.402690076383106,0.103576219138446,"B73","Mo17","Additive",106429.6782,106019.2733,104958.6743,98409.37447,-0.0172948205747947,-0.113032848055509,0.00557394937770135,"B73","Mo17","BLP",112047.14485,105353.41255,108378.50745,96010.662915,-0.00427695524647617,-0.22283934190025,0.0888688411175766,"B73","Mo17","Additive"
"Zm00001d043233_T001",110863.3116,91669.41995,96004.58721,107784.5562,-0.0769798362331247,-0.0406315303373156,0.274269558359693,"B73","Mo17","Additive",95041.98252,79782.608,85089.68756,84160.12122,-0.0388519257910804,-0.175428147607774,0.252490646017921,"B73","Mo17","Additive",87551.782705,87039.19501,76662.68161,86568.217985,-0.187382638525641,-0.0162990929385301,0.00847134096008766,"B73","Mo17","BLP"
"Zm00001d002006_T002",1618826.075,1796862.615,1467488.744,1390747.836,-0.21882705442689,-0.21908713153916,-0.150532114800457,"Mo17","B73","BLP",1705408.251,2167380.771,2130121.01,2032556.335,0.137562481029419,0.253178197357563,-0.345835490347427,"Mo17","B73","Additive",1891096.757,2143194.0435,2344253.3195,2009378.3235,0.216813395182467,0.0875260387204919,-0.180539296738262,"Mo17","B73","AHP"
"Zm00001d049886_T001",216444.968,274901.2345,202851.8766,262653.4005,-0.276313256553679,0.279160002198715,-0.344913124998039,"Mo17","B73","BLP",332678.9665,417086.2565,405900.1686,320157.0145,0.11468602986941,-0.055351036137514,-0.326215119188337,"Mo17","B73","Additive",378825.0773,415384.96505,454746.0356,406240.01885,0.195540457692604,0.100800530165698,-0.132917161588795,"Mo17","B73","AHP"
"Zm00001d027445_T002",394663.7663,299280.1003,309207.4221,332507.1447,-0.16624401774419,-0.247238732218132,0.39912771836686,"B73","Mo17","Additive",412907.1682,310447.5511,353368.2751,412565.6594,-0.0335307681150245,-0.00119372331545295,0.411467913031016,"B73","Mo17","Additive",447523.1174,349820.8142,358437.4975,448990.82065,-0.15348058901384,0.00472374159979651,0.355346077029636,"B73","Mo17","Additive"
"Zm00001d010832_T001",362448.2094,496817.3951,717369.422,1144522.189,0.739612104897004,1.65889866610176,-0.454940825952644,"Mo17","B73","AHP",115298.3185,111301.5705,164823.5581,361138.1385,0.540775306058778,1.64717931315459,0.0508975233101066,"B73","Mo17","AHP",59693.36649,56800.916275,58023.54645,93433.26803,-0.00554877078561912,0.646365711328671,0.0716564163405383,"B73","Mo17","Additive"
"Zm00001d032168_T003",229252.4516,293560.7242,309130.0069,178706.0498,0.241918201756575,-0.35934868664296,-0.356721799473888,"Mo17","B73","AHP",226112.4117,275290.4347,259312.6528,233986.7663,0.0487224160145209,0.0493867506511166,-0.283914296335173,"Mo17","B73","Additive",225343.943,282363.76765,251030.19465,256011.57085,-0.0161372644924814,0.184080344093621,-0.32542630426183,"Mo17","B73","Additive"
"Zm00001d020351_T001",177005.8377,117765.7254,165126.9269,216829.4315,0.163978043725735,0.292763653677711,0.587877224044215,"B73","Mo17","Additive",162561.459,100638.9293,123757.5239,186822.9618,-0.0886453802667428,0.200686527314677,0.691796777021502,"B73","Mo17","Additive",194030.07755,108101.17585,155403.10385,440286.98415,0.0408398901673353,1.18216388671945,0.843898093153485,"B73","Mo17","Additive"
"Zm00001d035899_T001",225266.2099,258661.3523,215459.9011,304767.785,-0.167371713952588,0.436079488610423,-0.199433586415668,"Mo17","B73","BLP",102911.2399,101935.5888,105958.9553,162998.1299,0.0489599665075025,0.663454851242554,0.0137427331048973,"B73","Mo17","AHP",56710.488055,58352.70444,68298.08444,70622.60132,0.24749061655041,0.316514390145765,-0.0411839489537252,"Mo17","B73","AHP"
"Zm00001d011159_T001",158145.3684,139045.5047,173223.6681,138335.4352,0.221246252963262,-0.193080548102208,0.1856942007604,"B73","Mo17","AHP",160840.7055,157339.5719,156934.7993,152549.6244,-0.0196791158134996,-0.0763539416077422,0.0317510060565276,"B73","Mo17","BLP",177004.6268,168631.09495,173796.28825,168541.89065,0.00814494200327316,-0.0706798579379871,0.069916483588707,"B73","Mo17","Additive"
"Zm00001d037343_T002",98056.73713,23889.02256,62932.08227,77366.34189,0.0456279906210859,-0.341910695710458,2.03726893038531,"B73","Mo17","Additive",77109.97403,30256.42796,48644.5545,85176.88096,-0.142192386416045,0.143544419591809,1.34967580745107,"B73","Mo17","Additive",62220.8649,24157.209775,40568.8272,57648.720785,-0.0902935635107381,-0.110109854085451,1.36494462017688,"B73","Mo17","Additive"
"Zm00001d028731_T001",417341.8046,383325.9318,432609.7781,368212.2393,0.111862601582184,-0.180691858399898,0.122657841765422,"B73","Mo17","AHP",356814.3755,379371.2668,341416.5982,317735.8381,-0.108536415696253,-0.167345916516864,-0.0884366742251371,"Mo17","B73","BLP",299363.9348,337454.4522,307434.30185,297986.52765,-0.0506038496521589,-0.00665332032519184,-0.172792361622142,"Mo17","B73","Additive"
"Zm00001d033422_T008",218205.3763,182791.075,215969.7711,187113.0691,0.107239925779911,-0.221776319670668,0.255491017502468,"B73","Mo17","Additive",190136.7069,174332.8,186771.4618,190267.1537,0.0354759143120442,0.000989448206649322,0.125193046660666,"B73","Mo17","Additive",182004.05785,178485.996,169329.79235,176311.01695,-0.0901236278361305,-0.0458479906679344,0.028159731286906,"B73","Mo17","BLP"
"Zm00001d015389_T002",104805.9656,127852.8406,110580.6843,130018.382,-0.0731163899582921,0.310994767885272,-0.286763376319746,"Mo17","B73","Additive",106475.4795,124423.5293,114989.6573,105907.8011,-0.00575787558373252,-0.00771236568694787,-0.22473810738631,"Mo17","B73","Additive",102654.57295,113985.61245,109908.6227,105794.23685,0.0210036963108432,0.0434631420899389,-0.151053838725603,"Mo17","B73","Additive"
"Zm00001d030091_T001",67200.32688,80628.45337,78132.73984,64559.18469,0.0800719405209194,-0.0578458915552662,-0.262820797661794,"Mo17","B73","Additive",64693.66509,76321.45409,76010.89884,62851.00136,0.108428347694967,-0.0416887178088909,-0.238464210024515,"Mo17","B73","Additive",57294.886355,73963.414175,72200.62131,61179.520765,0.13767449813603,0.0946424236652449,-0.368405439274572,"Mo17","B73","Additive"
